group	ret	mz	EC_022024	adduct	neutralMass
M60_R347_1	346.688	60.0211121057305	11412	[M-H]-	60.0211121057305
M60_R615_2	614.718	60.0208861206931	8995	[M-H]-	60.0208861206931
M60_R855_3	854.623	60.0204932809158	2649	[M-H]-	60.0204932809158
M61_R354_4	353.764	60.9740587346999	293.5	[M-H]-	60.9740587346999
M61_R494_5	493.808	60.9740991222563	367	[M-H]-	60.9740991222563
M78_R354_6	353.764	77.9768428541433	793.5	[M-H]-	77.9768428541433
M78_R493_7	492.507	77.9768044570317	815	[M-H]-	77.9768044570317
M96_R472_8	471.899	95.9870066697305	449	[M-H]-	95.9870066697305
M114_R200_10	199.804	114.103593293248	361	[M-H]-	114.103593293248
M116_R201_12	201.306	116.08270240988	200	[M-H]-	116.08270240988
M116_R134_13	133.77	116.083298931386	2862	[M-H]-	116.083298931386
M117_R136_14	136.0225	117.082429713548	230	[M-H]-	117.082429713548
M118_R186_15	186.29	117.979026288723	253	[M-H]-	117.979026288723
M126_R200_19	199.804	126.103771592509	243	[M-H]-	126.103771592509
M128_R254_20	253.863	128.002047563358	512	[M-H]-	128.002047563358
M128_R200_21	199.804	128.101474593629	1025.5	[M-H]-	128.101474593629
M130_R254_23	253.863	129.999220999194	215	[M-H]-	129.999220999194
M130_R200_24	199.804	130.098698479284	7506	[M-H]-	130.098698479284
M131_R162_25	161.5575	131.094104176421	2427.5	[M-H]-	131.094104176421
M132_R183_26	183.288	131.963806674763	380.5	[M-H]-	131.963806674763
M134_R157_28	157.029	133.957172512221	202	[M-H]-	133.957172512221
M138_R325_30	325.2765	137.943369299997	1229.5	[M-H]-	137.943369299997
M138_R529_31	528.94	137.943127470666	1378.5	[M-H]-	137.943127470666
M142_R227_34	226.833	142.023582138423	4369	[M-H]-	142.023582138423
M142_R134_35	133.77	142.023665838667	3043	[M-H]-	142.023665838667
M143_R240_37	240.353	143.026538884976	208.5	[M-H]-	143.026538884976
M145_R214_39	214.07	145.084968047988	2408.5	[M-H]-	145.084968047988
M146_R161_40	160.792	146.068546875438	861.5	[M-H]-	146.068546875438
M148_R207_42	207.314	148.051374173455	305.5	[M-H]-	148.051374173455
M154_R216_48	215.5745	154.062799478512	307	[M-H]-	154.062799478512
M156_R331_51	331.122	155.953966200924	3411.5	[M-H]-	155.953966200924
M156_R535_52	535.448	155.953755475285	2703.5	[M-H]-	155.953755475285
M156_R216_53	216.321	156.114096376554	2254.5	[M-H]-	156.114096376554
M157_R421_54	420.962	156.97983039867	413	[M-H]-	156.97983039867
M158_R234_57	234.342	157.99721346465	1475	[M-H]-	157.99721346465
M158_R213_58	212.5675	158.112006963722	9368	[M-H]-	158.112006963722
M159_R198_59	198.302	159.096302029025	795	[M-H]-	159.096302029025
M160_R213_61	213.3185	160.122282734242	8464.5	[M-H]-	160.122282734242
M161_R200_62	199.804	161.112230706928	613	[M-H]-	161.112230706928
M163_R201_63	201.306	163.062215793003	931	[M-H]-	163.062215793003
M165_R191_64	190.792	165.078179348762	1442	[M-H]-	165.078179348762
M168_R465_69	464.523	168.02595756933	382	[M-H]-	168.02595756933
M168_R239_71	238.85	168.150587334558	336	[M-H]-	168.150587334558
M170_R219_73	218.551	170.000947538637	4414	[M-H]-	170.000947538637
M170_R323_74	322.633	170.006310377804	919	[M-H]-	170.006310377804
M170_R602_75	602.458	170.023337569602	886.5	[M-H]-	170.023337569602
M170_R208_76	208.0625	170.058445176522	1316	[M-H]-	170.058445176522
M171_R243_77	243.358	171.133210957814	577	[M-H]-	171.133210957814
M172_R201_78	201.306	172.109481218299	81769	[M-H]-	172.109481218299
M172_R257_79	256.865	172.145766118526	26184	[M-H]-	172.145766118526
M173_R257_81	256.865	173.148793631574	2792	[M-H]-	173.148793631574
M174_R322_82	322.447	173.964517462423	6150	[M-H]-	173.964517462423
M174_R171_83	171.291	173.997294337999	2183.5	[M-H]-	173.997294337999
M174_R589_84	588.838	173.964135962565	5111	[M-H]-	173.964135962565
M174_R500_85	500.313	173.964240851905	6159	[M-H]-	173.964240851905
M174_R257_86	256.865	174.151488491108	223	[M-H]-	174.151488491108
M175_R338_87	338.198	174.963856219662	894	[M-H]-	174.963856219662
M175_R211_88	211.066	175.095315497278	445	[M-H]-	175.095315497278
M176_R463_89	463.293	175.961175293239	660.5	[M-H]-	175.961175293239
M176_R162_90	162.2815	176.103931555605	791	[M-H]-	176.103931555605
M178_R207_91	207.314	178.134231255292	488	[M-H]-	178.134231255292
M180_R236_93	235.845	180.125448371433	209	[M-H]-	180.125448371433
M180_R132_94	132.323	180.062533677418	831.5	[M-H]-	180.062533677418
M181_R189_95	189.291	181.072893787738	960	[M-H]-	181.072893787738
M182_R239_96	238.85	182.015490783647	214.5	[M-H]-	182.015490783647
M183_R204_99	204.311	183.088453028024	1044	[M-H]-	183.088453028024
M184_R207_100	206.561	184.096657314615	539.5	[M-H]-	184.096657314615
M184_R290_104	290.303	184.145418566375	4531	[M-H]-	184.145418566375
M185_R203_105	202.808	185.106425513563	334.5	[M-H]-	185.106425513563
M185_R290_106	290.303	185.148638169913	544	[M-H]-	185.148638169913
M186_R198_108	198.302	186.088108319878	412	[M-H]-	186.088108319878
M186_R316_109	315.558	186.161070608191	2250	[M-H]-	186.161070608191
M187_R202_111	202.057	187.120758707473	907	[M-H]-	187.120758707473
M187_R316_112	315.558	187.164307042568	375.5	[M-H]-	187.164307042568
M188_R543_113	542.606	187.979583311014	1967	[M-H]-	187.979583311014
M188_R352_114	352.348	187.979878251958	1937	[M-H]-	187.979878251958
M188_R194_115	193.797	188.013641610627	14854	[M-H]-	188.013641610627
M188_R209_116	208.814	188.080489288571	202	[M-H]-	188.080489288571
M189_R194_117	193.797	189.016591537937	1378.5	[M-H]-	189.016591537937
M189_R466_118	465.753	188.980009818112	330	[M-H]-	188.980009818112
M190_R188_120	187.791	189.992583022195	925	[M-H]-	189.992583022195
M190_R195_121	195.299	190.119944373291	44124	[M-H]-	190.119944373291
M193_R191_126	190.792	193.073394188743	296	[M-H]-	193.073394188743
M194_R204_128	204.311	194.09210524749	1392	[M-H]-	194.09210524749
M195_R222_129	222.327	195.100075234187	6653	[M-H]-	195.100075234187
M196_R375_131	374.989	195.945374572647	294	[M-H]-	195.945374572647
M196_R299_132	299.375	195.945680338685	342	[M-H]-	195.945680338685
M196_R222_133	222.327	196.092718625864	3755	[M-H]-	196.092718625864
M197_R200_134	199.804	197.013878453657	4706	[M-H]-	197.013878453657
M197_R198_135	198.3025	197.081107779618	266	[M-H]-	197.081107779618
M198_R146_136	145.81	198.085712011251	898	[M-H]-	198.085712011251
M198_R316_137	315.558	198.160845844202	485	[M-H]-	198.160845844202
M199_R132_138	132.323	199.081994066511	250	[M-H]-	199.081994066511
M200_R403_140	403.288	200.176255797776	3919	[M-H]-	200.176255797776
M200_R317_141	316.973	200.176177175705	1191	[M-H]-	200.176177175705
M201_R194_142	193.797	201.003073554459	621.5	[M-H]-	201.003073554459
M201_R195_143	195.299	201.100044661379	473	[M-H]-	201.100044661379
M201_R405_145	404.702	201.17986583414	632	[M-H]-	201.17986583414
M202_R461_146	460.835	201.994989337966	373	[M-H]-	201.994989337966
M202_R225_147	225.33	201.98559595172	1038	[M-H]-	201.98559595172
M202_R264_148	264.37	202.155958273116	7664	[M-H]-	202.155958273116
M203_R198_150	198.302	203.097029789366	406	[M-H]-	203.097029789366
M203_R264_151	264.37	203.159143528399	775	[M-H]-	203.159143528399
M204_R200_152	199.804	204.004422673778	675	[M-H]-	204.004422673778
M204_R192_153	192.294	204.089131207368	2061	[M-H]-	204.089131207368
M206_R206_156	205.811	205.99994506998	267	[M-H]-	205.99994506998
M206_R212_157	211.816	206.11425334646	356	[M-H]-	206.11425334646
M206_R623_159	622.891	206.201404175815	410	[M-H]-	206.201404175815
M207_R189_160	189.291	207.088341044057	217.5	[M-H]-	207.088341044057
M208_R192_162	192.294	207.993111497786	245.5	[M-H]-	207.993111497786
M208_R209_163	208.815	208.110453197925	4462	[M-H]-	208.110453197925
M209_R213_164	213.3185	209.122126965463	339	[M-H]-	209.122126965463
M209_R324_165	324.047	209.139864609777	338.5	[M-H]-	209.139864609777
M210_R356_166	355.8855	209.96136229952	812	[M-H]-	209.96136229952
M210_R177_167	177.288	209.941082557139	2168.5	[M-H]-	209.941082557139
M210_R228_169	228.3375	210.160954890943	1918.5	[M-H]-	210.160954890943
M210_R337_170	336.782	210.160811335839	253	[M-H]-	210.160811335839
M211_R177_171	177.288	210.940620621251	235.5	[M-H]-	210.940620621251
M211_R203_172	202.808	211.120745958947	233	[M-H]-	211.120745958947
M212_R473_174	473.13	211.919911942664	276.5	[M-H]-	211.919911942664
M212_R212_175	211.816	212.140284019502	2422.5	[M-H]-	212.140284019502
M213_R200_179	199.804	213.100885272627	1171	[M-H]-	213.100885272627
M214_R191_180	190.792	213.98551005243	402	[M-H]-	213.98551005243
M214_R553_181	553.0185	214.19185401545	4123	[M-H]-	214.19185401545
M214_R132_182	132.323	214.05960784814	310	[M-H]-	214.05960784814
M214_R403_183	403.288	214.191269879264	417.5	[M-H]-	214.191269879264
M214_R251_184	250.863	214.155858781443	2841	[M-H]-	214.155858781443
M215_R201_185	201.3055	215.115116550764	553	[M-H]-	215.115116550764
M215_R554_186	553.669	215.195001313696	593	[M-H]-	215.195001313696
M215_R229_187	229.0865	215.155306561965	1339	[M-H]-	215.155306561965
M216_R201_191	201.306	216.088248884448	317	[M-H]-	216.088248884448
M216_R309_192	309.3945	216.171385805842	1241	[M-H]-	216.171385805842
M217_R325_194	325.462	217.174188258712	709.5	[M-H]-	217.174188258712
M218_R466_196	465.753	218.009001087825	208	[M-H]-	218.009001087825
M218_R228_197	228.335	218.150647789257	661	[M-H]-	218.150647789257
M219_R190_198	190.0425	219.109675472603	311	[M-H]-	219.109675472603
M219_R325_199	325.462	219.109173395208	339	[M-H]-	219.109173395208
M220_R210_200	210.316	219.99247392723	1430	[M-H]-	219.99247392723
M220_R279_201	278.836	220.1457424529	383	[M-H]-	220.1457424529
M221_R195_202	195.299	221.133281963096	333	[M-H]-	221.133281963096
M223_R191_205	190.792	223.036561761473	300	[M-H]-	223.036561761473
M224_R379_207	378.524	224.034242786035	1451	[M-H]-	224.034242786035
M224_R218_210	217.824	224.102754298261	1906	[M-H]-	224.102754298261
M224_R402_213	401.874	224.176148338691	975	[M-H]-	224.176148338691
M225_R216_215	216.321	225.121864185206	426	[M-H]-	225.121864185206
M225_R391_216	390.551	225.034270352652	379	[M-H]-	225.034270352652
M226_R516_221	515.788	226.013424392264	634	[M-H]-	226.013424392264
M226_R389_222	389.135	226.031254891744	216	[M-H]-	226.031254891744
M226_R607_224	607.2255	226.209316758729	964	[M-H]-	226.209316758729
M227_R554_229	553.669	227.195173064092	457.5	[M-H]-	227.195173064092
M227_R245_230	244.859	227.159411394832	2647.5	[M-H]-	227.159411394832
M228_R183_231	183.288	227.822365264896	214	[M-H]-	227.822365264896
M228_R620_239	620.166	228.207721137837	132705	[M-H]-	228.207721137837
M229_R620_244	620.166	229.210767918385	20704	[M-H]-	229.210767918385
M229_R212_245	211.816	229.166720728871	1431	[M-H]-	229.166720728871
M230_R199_246	199.0305	229.972651783087	1458	[M-H]-	229.972651783087
M230_R390_249	389.8455	230.186694111849	1476.5	[M-H]-	230.186694111849
M230_R620_250	620.166	230.213110952019	1936	[M-H]-	230.213110952019
M230_R208_252	208.0355	230.156499242034	4725.5	[M-H]-	230.156499242034
M230_R299_253	299.3195	230.186837450771	714	[M-H]-	230.186837450771
M232_R171_256	171.291	231.922822952947	217	[M-H]-	231.922822952947
M232_R212_257	211.816	232.093205649194	834	[M-H]-	232.093205649194
M233_R203_258	202.808	233.132778771429	752.5	[M-H]-	233.132778771429
M234_R330_259	330.414	233.95797537413	976	[M-H]-	233.95797537413
M234_R466_261	465.7525	233.957709463304	1032	[M-H]-	233.957709463304
M234_R220_262	220.079	234.140433312673	769.5	[M-H]-	234.140433312673
M234_R477_264	476.893	234.160540174381	421	[M-H]-	234.160540174381
M235_R469_265	468.8265	234.957379776486	212.5	[M-H]-	234.957379776486
M235_R333_267	332.536	234.930202866394	489	[M-H]-	234.930202866394
M235_R204_268	203.558	235.101415430729	749	[M-H]-	235.101415430729
M236_R351_270	350.933	235.927931688865	256	[M-H]-	235.927931688865
M236_R468_271	468.212	235.927237936072	289	[M-H]-	235.927237936072
M236_R203_273	202.808	236.124720111349	365	[M-H]-	236.124720111349
M236_R472_275	471.899	236.175808282306	322	[M-H]-	236.175808282306
M237_R200_278	199.8035	237.104613496334	1431	[M-H]-	237.104613496334
M238_R197_280	196.8	238.098177706875	233.5	[M-H]-	238.098177706875
M239_R602_284	602.458	239.098662716527	684	[M-H]-	239.098662716527
M239_R216_285	216.321	239.15084328384	2057	[M-H]-	239.15084328384
M239_R277_286	277.177	239.158326557931	347	[M-H]-	239.158326557931
M240_R230_287	229.84	239.999820511746	820	[M-H]-	239.999820511746
M240_R150_288	149.532	240.000076799929	492	[M-H]-	240.000076799929
M240_R378_291	377.816	240.065724386433	3109.5	[M-H]-	240.065724386433
M240_R619_295	619.486	240.20685497592	1632.5	[M-H]-	240.20685497592
M241_R382_298	382.0615	241.065977449355	696	[M-H]-	241.065977449355
M242_R642_305	641.973	242.22295046285	61240	[M-H]-	242.22295046285
M242_R402_307	401.874	242.186801434185	1025	[M-H]-	242.186801434185
M243_R191_308	190.792	243.019024311681	5211	[M-H]-	243.019024311681
M243_R394_310	393.9365	243.118050207447	206	[M-H]-	243.118050207447
M243_R642_311	641.973	243.226195003186	9398	[M-H]-	243.226195003186
M244_R185_312	184.789	243.796446748828	210.5	[M-H]-	243.796446748828
M244_R328_314	328.009	244.166159433903	772	[M-H]-	244.166159433903
M244_R538_315	538.1445	244.202088025279	1264	[M-H]-	244.202088025279
M244_R641_316	640.609	244.228470785641	854	[M-H]-	244.228470785641
M245_R321_318	321.218	245.143559095608	2016.5	[M-H]-	245.143559095608
M245_R537_320	537.4645	245.205383828042	402.5	[M-H]-	245.205383828042
M246_R381_323	380.649	246.003138991714	846	[M-H]-	246.003138991714
M246_R201_325	200.555	246.085230808575	650.5	[M-H]-	246.085230808575
M247_R201_329	201.306	247.14761273929	584	[M-H]-	247.14761273929
M248_R325_331	325.462	248.000365813843	263.5	[M-H]-	248.000365813843
M248_R468_332	468.212	247.945841398741	440	[M-H]-	247.945841398741
M248_R209_333	208.815	248.103101869712	284	[M-H]-	248.103101869712
M248_R552_334	552.368	248.17559573919	240	[M-H]-	248.17559573919
M250_R202_338	202.0305	249.948489925849	8595	[M-H]-	249.948489925849
M250_R563_339	562.965	250.191407966834	2820	[M-H]-	250.191407966834
M250_R406_340	406.117	250.154969908149	1196.5	[M-H]-	250.154969908149
M250_R284_342	283.812	250.15544449372	937.5	[M-H]-	250.15544449372
M251_R198_343	198.302	251.114350325519	899.5	[M-H]-	251.114350325519
M251_R593_344	592.928	251.194846650178	514.5	[M-H]-	251.194846650178
M251_R364_345	363.667	251.187012041482	1119	[M-H]-	251.187012041482
M251_R248_346	247.86	251.151276418086	1128	[M-H]-	251.151276418086
M252_R277_347	277.177	251.982196167471	1986	[M-H]-	251.982196167471
M252_R614_351	614.037	252.207117919818	6301.5	[M-H]-	252.207117919818
M253_R335_353	335.367	253.141863669752	283	[M-H]-	253.141863669752
M253_R614_354	614.037	253.210393354437	1014	[M-H]-	253.210393354437
M253_R361_355	360.838	253.174677570268	262	[M-H]-	253.174677570268
M253_R634_356	633.793	253.404920192581	294	[M-H]-	253.404920192581
M254_R200_357	199.804	254.090920495743	4375	[M-H]-	254.090920495743
M254_R637_359	636.518	254.22317473049	363	[M-H]-	254.22317473049
M254_R235_360	235.092	254.150810026349	2698	[M-H]-	254.150810026349
M255_R635_364	635.156	255.226267742313	126485	[M-H]-	255.226267742313
M255_R246_365	246.36	255.152261916524	251	[M-H]-	255.152261916524
M255_R699_366	698.577	255.401396476134	1930.5	[M-H]-	255.401396476134
M256_R934_369	933.663	256.239242898292	4711	[M-H]-	256.239242898292
M256_R822_370	822.28	256.237969281972	5351.5	[M-H]-	256.237969281972
M256_R700_371	699.88	256.238875921526	1723954	[M-H]-	256.238875921526
M256_R542_372	541.955	256.202013034011	1018	[M-H]-	256.202013034011
M257_R191_374	190.794	257.096013225286	271	[M-H]-	257.096013225286
M257_R324_375	324.047	257.143997151996	283	[M-H]-	257.143997151996
M257_R695_376	694.669	257.231761616787	725	[M-H]-	257.231761616787
M257_R255_380	255.4475	257.180344438046	1136.5	[M-H]-	257.180344438046
M258_R200_381	199.804	258.108193031418	374	[M-H]-	258.108193031418
M258_R624_382	624.254	258.218615380344	4299	[M-H]-	258.218615380344
M259_R188_386	187.791	259.063021211441	226.5	[M-H]-	259.063021211441
M259_R624_387	624.254	259.220355945851	662	[M-H]-	259.220355945851
M259_R700_388	699.88	259.247017088206	3020	[M-H]-	259.247017088206
M259_R548_389	548.463	259.220702411869	235	[M-H]-	259.220702411869
M259_R402_390	401.874	259.159488348556	220	[M-H]-	259.159488348556
M260_R382_393	382.063	260.018146127258	276	[M-H]-	260.018146127258
M260_R399_396	399.043	260.197270967091	345	[M-H]-	260.197270967091
M260_R674_397	673.827	260.247365863333	2998.5	[M-H]-	260.247365863333
M260_R246_398	246.36	260.197145603927	317	[M-H]-	260.197145603927
M262_R215_401	214.8195	262.107579546272	380	[M-H]-	262.107579546272
M262_R256_402	256.432	262.165016420633	265	[M-H]-	262.165016420633
M263_R627_403	626.979	262.633464468714	1102.5	[M-H]-	262.633464468714
M263_R134_405	133.77	263.064677207007	413.5	[M-H]-	263.064677207007
M263_R627_406	626.979	263.135290620023	310.5	[M-H]-	263.135290620023
M263_R218_407	217.824	263.150507628079	1108	[M-H]-	263.150507628079
M264_R218_412	217.824	264.152640622712	374	[M-H]-	264.152640622712
M264_R295_413	294.84	264.171104977979	1906	[M-H]-	264.171104977979
M265_R213_414	212.5675	265.108034048877	212	[M-H]-	265.108034048877
M265_R295_415	294.84	265.174141999862	348.5	[M-H]-	265.174141999862
M266_R210_416	210.316	266.090604049199	793	[M-H]-	266.090604049199
M266_R598_417	598.371	266.186117365826	4154	[M-H]-	266.186117365826
M266_R391_418	390.553	266.204831904595	1448	[M-H]-	266.204831904595
M266_R280_420	280.495	266.150250294301	361	[M-H]-	266.150250294301
M267_R610_423	609.951	267.190998197868	603.5	[M-H]-	267.190998197868
M267_R382_424	382.063	267.190006925276	302	[M-H]-	267.190006925276
M268_R215_427	214.8195	268.112594050525	457	[M-H]-	268.112594050525
M268_R572_430	571.933	268.201802421635	402.5	[M-H]-	268.201802421635
M268_R400_431	400.459	268.202135477405	673	[M-H]-	268.202135477405
M269_R686_436	685.55	269.241142348959	7249	[M-H]-	269.241142348959
M269_R516_437	515.926	269.205278637458	743	[M-H]-	269.205278637458
M270_R183_441	183.288	269.807245812359	344	[M-H]-	269.807245812359
M270_R201_442	201.306	270.085682060103	1974.5	[M-H]-	270.085682060103
M270_R768_444	768.4145	270.254151234803	159107	[M-H]-	270.254151234803
M270_R568_445	568.411	270.217837203526	8502	[M-H]-	270.217837203526
M270_R251_447	250.863	270.181724967972	2274	[M-H]-	270.181724967972
M271_R203_449	202.808	271.146388514017	485.5	[M-H]-	271.146388514017
M271_R301_450	300.754	271.139625594986	266.5	[M-H]-	271.139625594986
M271_R592_451	591.5645	271.221121759995	1447	[M-H]-	271.221121759995
M271_R786_452	785.647	271.256778408023	26594.5	[M-H]-	271.256778408023
M271_R406_454	406.117	271.22136165671	988	[M-H]-	271.22136165671
M272_R458_458	458.376	272.139269310665	204	[M-H]-	272.139269310665
M272_R585_459	584.747	272.225592414029	41148.5	[M-H]-	272.225592414029
M272_R322_460	321.739	272.204824564466	616	[M-H]-	272.204824564466
M272_R815_461	815.03	272.216037912232	3452	[M-H]-	272.216037912232
M272_R400_463	400.455	272.197278958112	4843	[M-H]-	272.197278958112
M273_R203_464	202.808	273.102497758378	1155	[M-H]-	273.102497758378
M273_R204_467	204.311	273.156932662872	479	[M-H]-	273.156932662872
M274_R398_470	397.626	274.212011809815	203	[M-H]-	274.212011809815
M274_R293_471	293.327	274.176493891694	291	[M-H]-	274.176493891694
M274_R215_472	214.819	274.176333362926	374.5	[M-H]-	274.176333362926
M275_R210_475	210.316	275.161699026673	858	[M-H]-	275.161699026673
M276_R630_476	629.705	275.640923784694	800	[M-H]-	275.640923784694
M276_R628_479	628.341	276.143124428285	213	[M-H]-	276.143124428285
M276_R400_480	400.459	276.17050786332	587.5	[M-H]-	276.17050786332
M276_R215_481	214.82	276.160160197886	250	[M-H]-	276.160160197886
M276_R612_482	611.994	276.206635438111	1897	[M-H]-	276.206635438111
M277_R626_483	625.616	276.648255610378	246	[M-H]-	276.648255610378
M277_R598_486	598.372	277.21029866549	507	[M-H]-	277.21029866549
M277_R628_487	628.341	277.314445793889	293	[M-H]-	277.314445793889
M278_R489_490	488.8875	278.204512658666	771	[M-H]-	278.204512658666
M278_R626_491	625.516	278.20525801062	288564	[M-H]-	278.20525801062
M278_R712_493	711.604	278.22016207262	735	[M-H]-	278.22016207262
M279_R195_495	194.5485	279.130346136197	867.5	[M-H]-	279.130346136197
M279_R630_496	629.705	279.226247189367	50103	[M-H]-	279.226247189367
M279_R653_498	652.873	279.326836747337	1599.5	[M-H]-	279.326836747337
M280_R234_499	234.342	279.992996323267	265.5	[M-H]-	279.992996323267
M280_R640_501	639.927	280.23400447623	5146.5	[M-H]-	280.23400447623
M280_R820_502	819.82	280.237841448941	12470.5	[M-H]-	280.237841448941
M280_R939_504	938.595	280.237222492197	2373	[M-H]-	280.237222492197
M280_R253_505	252.5995	280.165831247237	277	[M-H]-	280.165831247237
M281_R257_506	256.865	280.620515475406	486.5	[M-H]-	280.620515475406
M281_R187_507	187.0405	281.078874410744	461	[M-H]-	281.078874410744
M281_R653_508	652.874	281.241982882394	443713	[M-H]-	281.241982882394
M281_R737_509	736.78	281.338784762287	1524	[M-H]-	281.338784762287
M281_R212_510	211.816	281.160780596072	235	[M-H]-	281.160780596072
M282_R284_511	283.812	281.628822250453	1057	[M-H]-	281.628822250453
M282_R137_513	136.773	281.98405799337	357.5	[M-H]-	281.98405799337
M282_R210_514	210.316	282.121278630975	1546	[M-H]-	282.121278630975
M282_R352_515	352.3475	282.199456529732	216	[M-H]-	282.199456529732
M282_R872_516	871.882	282.253308282004	9378	[M-H]-	282.253308282004
M282_R762_517	762.254	282.254237555701	1329032	[M-H]-	282.254237555701
M282_R631_518	631.071	282.230779498924	492	[M-H]-	282.230779498924
M282_R754_519	754.114	282.282237371749	259	[M-H]-	282.282237371749
M283_R746_521	746.008	283.257394476952	235759	[M-H]-	283.257394476952
M283_R656_522	655.597	283.247617760211	4314	[M-H]-	283.247617760211
M283_R808_524	807.814	283.338267722649	1565	[M-H]-	283.338267722649
M283_R255_525	255.365	283.183300734769	287	[M-H]-	283.183300734769
M284_R166_526	166.0355	283.78476215719	321	[M-H]-	283.78476215719
M284_R208_528	208.0645	284.084401338216	344	[M-H]-	284.084401338216
M284_R639_529	639.245	284.232859767928	1823	[M-H]-	284.232859767928
M284_R881_530	880.527	284.173091681334	47315	[M-H]-	284.173091681334
M284_R806_531	805.9665	284.269364928538	864849.5	[M-H]-	284.269364928538
M284_R400_533	400.4565	284.214935608224	249	[M-H]-	284.214935608224
M284_R517_534	517.227	284.233031456227	895	[M-H]-	284.233031456227
M284_R239_535	238.85	284.167017866715	550	[M-H]-	284.167017866715
M284_R815_537	815.204	284.292389575001	406	[M-H]-	284.292389575001
M285_R626_538	625.616	284.646270371271	232	[M-H]-	284.646270371271
M285_R212_539	211.816	285.121226017304	1115	[M-H]-	285.121226017304
M285_R709_541	708.995	285.256719041566	4600	[M-H]-	285.256719041566
M285_R617_542	617.443	285.228884055437	214	[M-H]-	285.228884055437
M285_R230_545	229.836	285.180227535997	258	[M-H]-	285.180227535997
M285_R884_546	883.7705	285.274172445817	177787	[M-H]-	285.274172445817
M286_R183_547	183.288	285.781094531565	628.5	[M-H]-	285.781094531565
M286_R375_551	374.989	286.212696118988	1158	[M-H]-	286.212696118988
M286_R624_552	623.577	286.230310419728	464	[M-H]-	286.230310419728
M286_R708_553	708.344	286.256009281859	5185	[M-H]-	286.256009281859
M286_R522_554	522.435	286.230684363401	203.5	[M-H]-	286.230684363401
M286_R897_556	896.6885	286.170127198468	19206.5	[M-H]-	286.170127198468
M287_R203_557	202.808	287.136989148936	305	[M-H]-	287.136989148936
M287_R386_558	386.3085	287.215812395862	224.5	[M-H]-	287.215812395862
M287_R541_559	540.654	287.215678052952	726	[M-H]-	287.215678052952
M287_R807_561	806.582	287.278412736504	1730	[M-H]-	287.278412736504
M288_R261_562	261.367	287.602022672482	232	[M-H]-	287.602022672482
M288_R491_564	491.205	287.917190274744	443.5	[M-H]-	287.917190274744
M288_R568_565	568.411	287.917185105203	375	[M-H]-	287.917185105203
M288_R542_567	541.955	288.22810179779	6954	[M-H]-	288.22810179779
M288_R276_568	275.518	288.191273523284	2257	[M-H]-	288.191273523284
M289_R622_570	621.528	289.231209798704	815	[M-H]-	289.231209798704
M289_R541_571	540.654	289.231488364514	1245	[M-H]-	289.231488364514
M289_R260_572	260.1885	289.160327902166	1006.5	[M-H]-	289.160327902166
M290_R229_573	229.087	289.625641020437	504	[M-H]-	289.625641020437
M290_R170_574	169.791	289.91485850219	488	[M-H]-	289.91485850219
M290_R637_576	636.518	290.198346557605	370.5	[M-H]-	290.198346557605
M290_R526_577	526.338	290.193127142566	254.5	[M-H]-	290.193127142566
M290_R389_578	389.135	290.185687623595	214.5	[M-H]-	290.185687623595
M290_R204_579	204.311	290.169945878203	301	[M-H]-	290.169945878203
M291_R237_580	237.346	290.625752960301	829	[M-H]-	290.625752960301
M291_R619_581	618.805	290.64681123729	284	[M-H]-	290.64681123729
M291_R194_582	193.797	291.131701789194	389.5	[M-H]-	291.131701789194
M291_R619_583	618.8085	291.221155385755	1451	[M-H]-	291.221155385755
M292_R626_585	625.616	291.654095985592	206	[M-H]-	291.654095985592
M292_R622_587	621.528	292.201475066802	564	[M-H]-	292.201475066802
M292_R696_588	695.9715	292.225181478637	1423	[M-H]-	292.225181478637
M292_R506_589	505.517	292.201916945706	325	[M-H]-	292.201916945706
M292_R329_590	328.974	292.201756291171	209.5	[M-H]-	292.201756291171
M293_R207_592	207.314	293.114437594796	268	[M-H]-	293.114437594796
M293_R277_593	277.3745	293.171768593711	226	[M-H]-	293.171768593711
M293_R162_594	161.5305	293.146161871101	4912.5	[M-H]-	293.146161871101
M294_R267_597	267.375	293.989069708093	1471	[M-H]-	293.989069708093
M294_R495_598	495.109	293.896772307483	464.5	[M-H]-	293.896772307483
M294_R613_599	613.3575	294.216941522831	30627.5	[M-H]-	294.216941522831
M294_R749_600	749.4865	294.253322286103	2811	[M-H]-	294.253322286103
M294_R482_601	482.097	294.217737903398	5600.5	[M-H]-	294.217737903398
M294_R210_602	210.316	294.165948986573	423	[M-H]-	294.165948986573
M295_R271_604	270.542	294.635726180579	430.5	[M-H]-	294.635726180579
M295_R571_607	571.374	295.220884009376	6770	[M-H]-	295.220884009376
M295_R482_608	482.097	295.221100197472	1100	[M-H]-	295.221100197472
M295_R406_609	406.117	295.220959372422	3134	[M-H]-	295.220959372422
M295_R721_610	720.719	295.256919264628	440	[M-H]-	295.256919264628
M296_R224_612	223.828	295.96858447785	1043.5	[M-H]-	295.96858447785
M296_R399_614	399.043	296.23322249826	271.5	[M-H]-	296.23322249826
M296_R556_615	555.744	296.233211538248	11733	[M-H]-	296.233211538248
M296_R794_617	794.273	296.269054615069	49146	[M-H]-	296.269054615069
M297_R198_619	198.302	297.087393471791	236.5	[M-H]-	297.087393471791
M297_R512_620	512.022	297.23672377878	7014	[M-H]-	297.23672377878
