group	ret	mz	EC_022024	adduct	neutralMass
M668_R799_4276	799.194	668.359482452559	355.5	[M-H]-	668.359482452559
M668_R702_4277	702.484	668.417394150466	2581	[M-H]-	668.417394150466
M668_R563_4278	562.965	668.40569350718	500	[M-H]-	668.40569350718
M669_R905_4279	904.684	668.647832427582	43743	[M-H]-	668.647832427582
M669_R643_4280	643.336	669.342478798779	1792	[M-H]-	669.342478798779
M669_R224_4281	223.83	669.345356337939	228	[M-H]-	669.345356337939
M669_R842_4282	842.284	669.381263142052	6952	[M-H]-	669.381263142052
M669_R519_4285	518.528	669.406399838041	206.5	[M-H]-	669.406399838041
M669_R718_4286	718.116	669.447304651345	1015	[M-H]-	669.447304651345
M670_R879_4288	879.0525	669.651151395709	13912	[M-H]-	669.651151395709
M670_R601_4292	601.097	669.975535426102	299	[M-H]-	669.975535426102
M670_R844_4295	843.518	670.380052448696	2282	[M-H]-	670.380052448696
M671_R946_4298	945.614	670.590377040918	1271	[M-H]-	670.590377040918
M671_R849_4299	849.0775	670.590413629416	3509	[M-H]-	670.590413629416
M671_R398_4302	397.626	671.24248689043	656	[M-H]-	671.24248689043
M671_R626_4304	625.616	671.326747470059	560	[M-H]-	671.326747470059
M671_R688_4305	688.154	671.342669614888	1123	[M-H]-	671.342669614888
M671_R209_4306	208.815	671.314069623553	220	[M-H]-	671.314069623553
M671_R820_4307	820.13	671.366911408184	24084	[M-H]-	671.366911408184
M671_R307_4308	306.8	671.324215080788	644	[M-H]-	671.324215080788
M671_R617_4310	617.443	671.430876435263	216	[M-H]-	671.430876435263
M671_R760_4311	759.793	671.463231869642	5047.5	[M-H]-	671.463231869642
M672_R923_4312	922.563	671.53563128725	554.5	[M-H]-	671.53563128725
M672_R829_4313	828.741	671.586938516476	1291	[M-H]-	671.586938516476
M672_R688_4319	688.154	672.351444927925	2599	[M-H]-	672.351444927925
M672_R616_4320	616.081	672.309688172345	1445.5	[M-H]-	672.309688172345
M672_R364_4323	364.374	672.4568696599	217.5	[M-H]-	672.4568696599
M672_R596_4324	595.646	672.440623347281	443	[M-H]-	672.440623347281
M673_R427_4327	427.33	673.257347405443	4911.5	[M-H]-	673.257347405443
M673_R794_4328	794.273	673.367970080624	6487	[M-H]-	673.367970080624
M673_R639_4330	638.5635	673.328298676681	1692	[M-H]-	673.328298676681
M673_R858_4332	858.317	673.455200490677	463	[M-H]-	673.455200490677
M673_R594_4333	594.285	673.445613080456	238	[M-H]-	673.445613080456
M674_R626_4334	625.616	673.96231425305	312	[M-H]-	673.96231425305
M674_R195_4336	195.299	674.253501334585	479	[M-H]-	674.253501334585
M674_R446_4337	445.714	674.260507602482	1675	[M-H]-	674.260507602482
M674_R639_4339	639.245	674.333605008837	895	[M-H]-	674.333605008837
M674_R204_4341	204.311	674.318746873097	209	[M-H]-	674.318746873097
M674_R570_4343	569.773	674.471965883271	412	[M-H]-	674.471965883271
M675_R451_4345	451.003	675.260489592756	977	[M-H]-	675.260489592756
M675_R659_4347	658.763	675.349650213486	4058.5	[M-H]-	675.349650213486
M676_R912_4349	912.0745	675.509987234546	938	[M-H]-	675.509987234546
M675_R778_4350	778.254	675.404743109305	801	[M-H]-	675.404743109305
M676_R689_4351	689.458	675.504605710961	515.5	[M-H]-	675.504605710961
M675_R568_4352	568.411	675.475579240399	213.5	[M-H]-	675.475579240399
M676_R633_4353	633.1135	675.962236209019	467.5	[M-H]-	675.962236209019
M676_R383_4357	383.476	676.254974766051	217	[M-H]-	676.254974766051
M676_R461_4358	460.835	676.258948838243	446	[M-H]-	676.258948838243
M676_R641_4359	640.609	676.347175994626	752	[M-H]-	676.347175994626
M676_R719_4361	718.766	676.352982215114	203	[M-H]-	676.352982215114
M677_R874_4364	874.157	676.534137723687	8738	[M-H]-	676.534137723687
M677_R982_4365	981.971	676.533981719339	12143.5	[M-H]-	676.533981719339
M677_R642_4369	641.973	677.354890032104	1447	[M-H]-	677.354890032104
M677_R851_4370	851.347	677.338188272225	1836	[M-H]-	677.338188272225
M677_R259_4371	258.843	677.313023816209	2397	[M-H]-	677.313023816209
M677_R398_4372	397.626	677.347187211638	221	[M-H]-	677.347187211638
M678_R882_4373	881.55	677.503758135487	641	[M-H]-	677.503758135487
M678_R968_4374	967.8165	677.536766992513	5578	[M-H]-	677.536766992513
M677_R748_4375	748.2545	677.421079648209	1886	[M-H]-	677.421079648209
M678_R617_4378	617.443	678.357118408945	750	[M-H]-	678.357118408945
M678_R236_4379	235.845	678.345581595604	372.5	[M-H]-	678.345581595604
M678_R747_4381	747.49	678.425215584716	1721.5	[M-H]-	678.425215584716
M678_R600_4382	599.733	678.431652333477	1083	[M-H]-	678.431652333477
M678_R219_4383	219.324	678.400128706311	510	[M-H]-	678.400128706311
M679_R960_4384	959.562	678.537099446755	66129	[M-H]-	678.537099446755
M679_R850_4385	849.689	678.536407555685	3854	[M-H]-	678.536407555685
M679_R794_4387	794.273	679.364290350871	8212	[M-H]-	679.364290350871
M679_R256_4388	255.8385	679.311681694513	863	[M-H]-	679.311681694513
M679_R560_4389	559.858	679.347026356357	395.5	[M-H]-	679.347026356357
M679_R642_4390	641.973	679.363050140352	3730	[M-H]-	679.363050140352
M680_R958_4391	958.329	679.511759113982	27822	[M-H]-	679.511759113982
M679_R686_4392	685.55	679.428499841526	1140.5	[M-H]-	679.428499841526
M679_R600_4393	599.733	679.420252204296	554	[M-H]-	679.420252204296
M679_R524_4394	523.733	679.401125166788	2234	[M-H]-	679.401125166788
M680_R805_4396	805.351	679.605255645925	1066	[M-H]-	679.605255645925
M680_R628_4399	627.6605	680.349672228665	382	[M-H]-	680.349672228665
M680_R502_4400	501.614	680.333955098224	210	[M-H]-	680.333955098224
M680_R719_4401	719.417	680.361699416478	818.5	[M-H]-	680.361699416478
M680_R793_4402	793.04	680.364795586323	5255.5	[M-H]-	680.364795586323
M680_R875_4403	875.16	680.487916354191	884	[M-H]-	680.487916354191
M681_R977_4404	977.269	680.544329688344	9706	[M-H]-	680.544329688344
M680_R598_4405	598.372	680.461171374272	865	[M-H]-	680.461171374272
M680_R520_4406	519.83	680.404701681048	809	[M-H]-	680.404701681048
M681_R829_4407	829.37	680.570571078407	542.5	[M-H]-	680.570571078407
M681_R622_4408	621.528	680.973158354307	604	[M-H]-	680.973158354307
M681_R212_4409	211.8175	681.305499255276	231.5	[M-H]-	681.305499255276
M681_R793_4410	793.04	681.368800172034	2203	[M-H]-	681.368800172034
M681_R396_4411	396.211	681.38117931215	277	[M-H]-	681.38117931215
M681_R689_4412	688.8065	681.384419729636	1280	[M-H]-	681.384419729636
M681_R597_4414	597.008	681.417446447039	377	[M-H]-	681.417446447039
M682_R626_4416	626.2975	682.346598600206	325.5	[M-H]-	682.346598600206
M682_R718_4417	718.116	682.374814913287	1951	[M-H]-	682.374814913287
M682_R793_4418	793.04	682.376879163091	1473	[M-H]-	682.376879163091
M682_R884_4419	884.242	682.49376839948	2314	[M-H]-	682.49376839948
M682_R669_4420	668.618	682.461216178649	962	[M-H]-	682.461216178649
M683_R615_4422	614.7185	683.333492609252	216	[M-H]-	683.333492609252
M683_R719_4423	719.417	683.375196583075	832	[M-H]-	683.375196583075
M683_R208_4424	208.063	683.313411844262	212.5	[M-H]-	683.313411844262
M683_R864_4426	863.878	683.433810654539	1282.5	[M-H]-	683.433810654539
M683_R730_4427	729.833	683.463485761818	1093	[M-H]-	683.463485761818
M683_R581_4428	581.4095	683.422792549345	697	[M-H]-	683.422792549345
M683_R183_4429	183.288	683.451790341668	266	[M-H]-	683.451790341668
M684_R803_4433	802.74	684.358862121104	19750	[M-H]-	684.358862121104
M684_R624_4435	624.254	684.355777269591	260	[M-H]-	684.355777269591
M684_R369_4436	369.328	684.330257009003	267.5	[M-H]-	684.330257009003
M684_R865_4437	865.318	684.475891402227	619	[M-H]-	684.475891402227
M684_R663_4438	663.4105	684.42627143756	1102	[M-H]-	684.42627143756
M685_R643_4439	642.6535	685.337009331726	553	[M-H]-	685.337009331726
M685_R814_4440	813.673	685.390265511725	8063	[M-H]-	685.390265511725
M685_R875_4443	875.16	685.448466216276	622	[M-H]-	685.448466216276
M685_R609_4444	609.268	685.441669027279	390.5	[M-H]-	685.441669027279
M685_R183_4445	183.288	685.446944581079	271	[M-H]-	685.446944581079
M686_R622_4447	621.528	686.004972955549	233	[M-H]-	686.004972955549
M686_R627_4449	626.979	686.343782138354	386.5	[M-H]-	686.343782138354
M686_R210_4450	209.565	686.347284897634	312	[M-H]-	686.347284897634
M686_R852_4451	852.156	686.39096562143	2196	[M-H]-	686.39096562143
M686_R792_4452	791.807	686.386125914845	1322.5	[M-H]-	686.386125914845
M686_R605_4453	604.5015	686.462310146484	325.5	[M-H]-	686.462310146484
M687_R894_4455	894.486	686.563279138637	409	[M-H]-	686.563279138637
M687_R670_4456	669.921	686.538209327114	1978	[M-H]-	686.538209327114
M687_R717_4458	716.8125	687.353370593876	1094.5	[M-H]-	687.353370593876
M687_R207_4459	206.563	687.34639281342	209	[M-H]-	687.34639281342
M687_R634_4460	634.476	687.341787620359	934	[M-H]-	687.341787620359
M687_R819_4461	818.897	687.370595328571	806	[M-H]-	687.370595328571
M687_R461_4462	460.835	687.275898701325	435	[M-H]-	687.275898701325
M687_R962_4463	962.03	687.476617976366	626	[M-H]-	687.476617976366
M687_R874_4464	874.35	687.444625186458	1596	[M-H]-	687.444625186458
M687_R613_4466	613.356	687.458371443277	223	[M-H]-	687.458371443277
M688_R783_4467	783.183	687.548265411249	1699	[M-H]-	687.548265411249
M688_R624_4468	624.254	687.980498594182	210	[M-H]-	687.980498594182
M688_R628_4470	628.341	688.337428265158	218.5	[M-H]-	688.337428265158
M688_R717_4471	716.8125	688.354415348097	552	[M-H]-	688.354415348097
M688_R206_4473	205.811	688.366241608837	201	[M-H]-	688.366241608837
M688_R630_4474	629.7045	688.462997533749	210	[M-H]-	688.462997533749
M689_R904_4475	904.059	688.543971263908	656.5	[M-H]-	688.543971263908
M689_R782_4476	781.95	688.536392648493	1459	[M-H]-	688.536392648493
M689_R333_4478	332.536	689.25306678379	1472	[M-H]-	689.25306678379
M689_R784_4479	783.7985	689.364667084839	85811	[M-H]-	689.364667084839
M689_R637_4481	636.518	689.367348987823	309	[M-H]-	689.367348987823
M689_R706_4482	705.742	689.417167934341	1611.5	[M-H]-	689.417167934341
M690_R905_4483	905.293	689.546133522229	303.5	[M-H]-	689.546133522229
M690_R626_4487	625.616	689.986741561817	210.5	[M-H]-	689.986741561817
M690_R331_4490	331.122	690.256636285941	511	[M-H]-	690.256636285941
M690_R632_4491	632.43	690.306849214996	670	[M-H]-	690.306849214996
M690_R779_4492	779.486	690.352046100251	30723	[M-H]-	690.352046100251
M690_R705_4494	705.09	690.478569471864	1099.5	[M-H]-	690.478569471864
M690_R206_4495	205.811	690.395933292601	287.5	[M-H]-	690.395933292601
M691_R865_4497	865.4975	690.567975451913	9634	[M-H]-	690.567975451913
M691_R325_4500	324.7545	691.2550945422	202	[M-H]-	691.2550945422
M691_R635_4501	635.157	691.328821600793	1206.5	[M-H]-	691.328821600793
M691_R779_4502	779.486	691.376837727896	1417	[M-H]-	691.376837727896
M691_R203_4503	202.808	691.324388480303	286	[M-H]-	691.324388480303
M691_R885_4504	885.481	691.475440843148	3333	[M-H]-	691.475440843148
M691_R556_4505	556.013	691.4008087494	327	[M-H]-	691.4008087494
M691_R639_4506	639.245	691.400831449486	807.5	[M-H]-	691.400831449486
M691_R709_4507	708.999	691.399416103766	3618	[M-H]-	691.399416103766
M692_R938_4508	937.901	691.565335025492	4537	[M-H]-	691.565335025492
M692_R790_4511	789.959	692.365716608928	2990	[M-H]-	692.365716608928
M692_R643_4513	643.336	692.337619595807	744.5	[M-H]-	692.337619595807
M692_R885_4514	884.8615	692.468296591013	376	[M-H]-	692.468296591013
M692_R743_4515	742.569	692.440065132049	1476	[M-H]-	692.440065132049
M692_R234_4516	234.342	692.415944514831	508	[M-H]-	692.415944514831
M693_R626_4521	625.616	693.344443379665	583	[M-H]-	693.344443379665
M693_R396_4522	396.211	693.382427240346	246.5	[M-H]-	693.382427240346
M693_R793_4523	793.04	693.377728297792	2789	[M-H]-	693.377728297792
M693_R779_4525	779.486	693.439509985122	2108.5	[M-H]-	693.439509985122
M693_R603_4526	603.1385	693.416664852765	1483	[M-H]-	693.416664852765
M694_R575_4529	575.218	694.026236144672	240.5	[M-H]-	694.026236144672
M694_R640_4530	639.927	694.359166837159	1081	[M-H]-	694.359166837159
M694_R207_4531	206.563	694.316828695016	224.5	[M-H]-	694.316828695016
M694_R498_4532	497.71	694.353867054702	266	[M-H]-	694.353867054702
M694_R396_4533	396.211	694.355242360627	236.5	[M-H]-	694.355242360627
M694_R793_4534	793.04	694.379468588799	1274	[M-H]-	694.379468588799
M695_R934_4535	934.213	694.53127395837	5293	[M-H]-	694.53127395837
M695_R871_4536	870.648	694.503741482185	14534.5	[M-H]-	694.503741482185
M694_R667_4537	667.316	694.420870375568	1021	[M-H]-	694.420870375568
M695_R782_4538	781.95	694.587122843009	737	[M-H]-	694.587122843009
M695_R320_4539	319.803	695.268060120763	417	[M-H]-	695.268060120763
M695_R233_4540	232.841	695.269166056252	1353	[M-H]-	695.269166056252
M695_R634_4541	633.794	695.376285133492	1507	[M-H]-	695.376285133492
M695_R783_4542	783.1825	695.373728011146	547	[M-H]-	695.373728011146
M695_R395_4543	394.796	695.363352930585	217	[M-H]-	695.363352930585
M695_R793_4545	793.036	695.438674926195	1378.5	[M-H]-	695.438674926195
M696_R904_4546	904.059	695.534930242341	6090	[M-H]-	695.534930242341
M696_R670_4547	669.921	695.542858228922	2179	[M-H]-	695.542858228922
M696_R233_4548	232.841	696.270437096761	233	[M-H]-	696.270437096761
M696_R626_4549	625.616	696.328382073204	247	[M-H]-	696.328382073204
M696_R714_4550	714.208	696.361378457374	547	[M-H]-	696.361378457374
M696_R615_4554	614.717	696.418074718892	886	[M-H]-	696.418074718892
M697_R934_4555	933.9245	696.679405964261	3557.5	[M-H]-	696.679405964261
M697_R641_4557	640.609	697.362899910631	1847.5	[M-H]-	697.362899910631
M697_R816_4558	815.813	697.354704403455	1298	[M-H]-	697.354704403455
M697_R290_4559	290.303	697.412006254097	212	[M-H]-	697.412006254097
M697_R609_4562	608.588	697.448957089653	384.5	[M-H]-	697.448957089653
M698_R924_4563	923.796	697.682014583035	1588	[M-H]-	697.682014583035
M698_R722_4564	722.021	697.557676161654	1288	[M-H]-	697.557676161654
M698_R624_4565	624.254	698.369758726577	518.5	[M-H]-	698.369758726577
M698_R851_4567	850.922	698.455601052566	837	[M-H]-	698.455601052566
M698_R725_4568	725.275	698.481506097476	988.5	[M-H]-	698.481506097476
M698_R622_4570	621.528	698.455874162857	1340	[M-H]-	698.455874162857
M699_R642_4572	641.973	699.335818626094	814	[M-H]-	699.335818626094
M699_R787_4573	786.878	699.370078410795	3920	[M-H]-	699.370078410795
M699_R203_4574	202.808	699.341861102807	289	[M-H]-	699.341861102807
M699_R368_4575	367.913	699.301683572134	641	[M-H]-	699.301683572134
M699_R852_4576	852.1555	699.464221498405	2096.5	[M-H]-	699.464221498405
M699_R732_4577	732.403	699.466651323194	1098.5	[M-H]-	699.466651323194
M699_R183_4579	183.288	699.423328583698	210	[M-H]-	699.423328583698
M700_R750_4580	749.8525	699.972474375294	20919.5	[M-H]-	699.972474375294
M700_R627_4581	626.979	700.33892384856	727	[M-H]-	700.33892384856
M700_R814_4582	813.673	700.381724832846	5514	[M-H]-	700.381724832846
M700_R368_4584	367.913	700.304749361395	228	[M-H]-	700.304749361395
M700_R972_4585	972.11	700.49635331106	3139	[M-H]-	700.49635331106
M700_R723_4586	723.3225	700.474831325211	599	[M-H]-	700.474831325211
M700_R855_4587	854.623	700.473180530287	1112.5	[M-H]-	700.473180530287
M700_R601_4588	601.097	700.430971865357	284.5	[M-H]-	700.430971865357
M701_R753_4589	753.3925	700.55900527693	12214	[M-H]-	700.55900527693
M701_R751_4590	751.181	700.91948791312	1936.5	[M-H]-	700.91948791312
M701_R818_4591	818.281	701.383911467462	2131	[M-H]-	701.383911467462
M701_R197_4593	196.8	701.301162979644	433	[M-H]-	701.301162979644
M701_R633_4594	633.1135	701.359773889524	360.5	[M-H]-	701.359773889524
M701_R736_4595	736.4945	701.388629658411	543	[M-H]-	701.388629658411
M701_R882_4596	881.766	701.470246424565	927	[M-H]-	701.470246424565
M702_R986_4597	986.287	701.502891183153	4314.5	[M-H]-	701.502891183153
M701_R185_4598	184.789	701.42196461109	323.5	[M-H]-	701.42196461109
M702_R731_4599	731.137	701.529348075299	6022	[M-H]-	701.529348075299
M702_R566_4600	565.688	701.927577073194	201	[M-H]-	701.927577073194
M702_R627_4602	626.979	702.338822472257	673	[M-H]-	702.338822472257
M702_R789_4603	789.343	702.391487743442	499	[M-H]-	702.391487743442
M702_R206_4604	205.811	702.343527025575	254.5	[M-H]-	702.343527025575
M702_R861_4605	860.785	702.454518020956	1502	[M-H]-	702.454518020956
M703_R895_4608	894.843	702.580205613665	4143	[M-H]-	702.580205613665
M703_R985_4609	985.462	702.53502496817	4827.5	[M-H]-	702.53502496817
M703_R746_4610	746.26	702.540018969838	3705	[M-H]-	702.540018969838
M703_R773_4611	772.723	703.379339248674	2164.5	[M-H]-	703.379339248674
M703_R583_4612	583.385	703.354221655047	1043	[M-H]-	703.354221655047
M703_R194_4613	193.797	703.281876910275	2516.5	[M-H]-	703.281876910275
M703_R856_4614	855.855	703.43932679776	1009.5	[M-H]-	703.43932679776
M703_R574_4615	573.856	703.399974881677	435	[M-H]-	703.399974881677
M704_R887_4617	886.723	703.525704785335	1958	[M-H]-	703.525704785335
M704_R642_4620	641.973	704.359909721133	1652	[M-H]-	704.359909721133
M704_R204_4621	203.5575	704.31533510525	988	[M-H]-	704.31533510525
M704_R853_4622	853.3885	704.444912929276	403.5	[M-H]-	704.444912929276
M704_R582_4625	582.024	704.402899811226	257	[M-H]-	704.402899811226
M705_R988_4627	987.5195	704.563236367274	1340	[M-H]-	704.563236367274
M705_R637_4629	636.518	705.357290357553	1129	[M-H]-	705.357290357553
M705_R791_4630	790.575	705.383633192704	984	[M-H]-	705.383633192704
M705_R873_4631	873.116	705.458595460623	2698	[M-H]-	705.458595460623
M705_R713_4632	712.906	705.41283162194	2748	[M-H]-	705.41283162194
M705_R600_4633	599.733	705.41694462211	1993.5	[M-H]-	705.41694462211
M706_R532_4636	531.545	706.2669023557	402	[M-H]-	706.2669023557
M706_R632_4637	631.7495	706.357762579345	268.5	[M-H]-	706.357762579345
M706_R230_4639	229.837	706.385868445107	260.5	[M-H]-	706.385868445107
M706_R770_4641	770.2545	706.429155994204	1015	[M-H]-	706.429155994204
M706_R598_4642	598.372	706.474450389948	4454	[M-H]-	706.474450389948
M706_R249_4643	249.36	706.430566621807	234.5	[M-H]-	706.430566621807
M707_R629_4647	629.023	707.368978160088	404.5	[M-H]-	707.368978160088
M707_R851_4649	850.922	707.431608932454	2622.5	[M-H]-	707.431608932454
M707_R348_4650	348.102	707.397486594789	258	[M-H]-	707.397486594789
M707_R619_4651	619.4875	707.454919240933	8547	[M-H]-	707.454919240933
M708_R781_4655	780.718	707.563310013848	1292	[M-H]-	707.563310013848
M708_R639_4658	639.245	708.360747842553	647	[M-H]-	708.360747842553
M708_R608_4663	607.907	708.485965263838	3211	[M-H]-	708.485965263838
M709_R710_4664	710.302	708.584090560385	3565	[M-H]-	708.584090560385
M709_R641_4667	640.609	709.371107526769	751	[M-H]-	709.371107526769
M709_R818_4669	818.2815	709.384414508662	1081	[M-H]-	709.384414508662
M709_R784_4670	784.414	709.412416767345	1759	[M-H]-	709.412416767345
M710_R710_4673	710.302	709.581528274754	1562.5	[M-H]-	709.581528274754
M710_R624_4674	624.2535	710.355906636135	1068	[M-H]-	710.355906636135
M710_R791_4675	790.575	710.387631622795	586.5	[M-H]-	710.387631622795
M710_R639_4676	639.245	710.417364235792	906	[M-H]-	710.417364235792
M711_R901_4677	900.994	710.523215221106	3148.5	[M-H]-	710.523215221106
M710_R789_4678	789.343	710.449361403815	1660	[M-H]-	710.449361403815
M711_R325_4680	324.755	711.249832354425	496.5	[M-H]-	711.249832354425
M711_R628_4681	628.341	711.3755093888	574	[M-H]-	711.3755093888
M711_R792_4682	791.807	711.390674152399	934	[M-H]-	711.390674152399
M711_R868_4683	868.181	711.473282685736	1298.5	[M-H]-	711.473282685736
M711_R266_4684	265.874	711.334480653019	415.5	[M-H]-	711.334480653019
M711_R783_4685	783.183	711.453925100829	7469	[M-H]-	711.453925100829
M711_R611_4686	610.632	711.427768893696	298	[M-H]-	711.427768893696
M711_R699_4687	698.577	711.428068298367	1597	[M-H]-	711.428068298367
M712_R885_4688	885.481	711.530328522005	1308	[M-H]-	711.530328522005
M712_R628_4690	627.661	712.366015782316	557	[M-H]-	712.366015782316
M712_R856_4692	855.855	712.470451923991	1006.5	[M-H]-	712.470451923991
M712_R236_4693	235.845	712.398062425742	268.5	[M-H]-	712.398062425742
M713_R874_4694	874.1355	712.597916259161	1607	[M-H]-	712.597916259161
M713_R662_4695	662.108	712.557917197824	3480	[M-H]-	712.557917197824
M713_R627_4696	626.9795	713.338220239878	789	[M-H]-	713.338220239878
M713_R793_4697	793.04	713.373441162784	1756	[M-H]-	713.373441162784
M713_R979_4698	979.296	713.492755075379	4421	[M-H]-	713.492755075379
M714_R887_4699	886.723	713.542543992454	1977	[M-H]-	713.542543992454
M714_R663_4700	663.41	713.560200575041	1439	[M-H]-	713.560200575041
M714_R770_4701	769.635	713.949498857007	15932	[M-H]-	713.949498857007
M714_R641_4702	640.609	714.374123629174	624.5	[M-H]-	714.374123629174
M714_R853_4704	853.389	714.4475068424	895	[M-H]-	714.4475068424
M714_R978_4705	978.062	714.495944709065	1859	[M-H]-	714.495944709065
M714_R611_4706	611.313	714.446387997717	218	[M-H]-	714.446387997717
M715_R732_4707	732.438	714.573142209608	1556	[M-H]-	714.573142209608
M715_R888_4708	887.965	714.548202691514	354	[M-H]-	714.548202691514
M715_R770_4709	769.635	714.953473934581	1940	[M-H]-	714.953473934581
M715_R608_4710	607.907	715.355147905291	1561	[M-H]-	715.355147905291
M715_R792_4711	792.4235	715.378824825352	902	[M-H]-	715.378824825352
M715_R709_4712	708.999	715.360396120999	1420.5	[M-H]-	715.360396120999
M716_R874_4713	874.35	715.508607328856	5991.5	[M-H]-	715.508607328856
M715_R641_4714	640.609	715.3992739624	713.5	[M-H]-	715.3992739624
M716_R640_4716	639.927	716.363656886811	488.5	[M-H]-	716.363656886811
M716_R981_4718	981.356	716.490947240733	16885	[M-H]-	716.490947240733
M716_R577_4719	576.578	716.465207354299	214.5	[M-H]-	716.465207354299
M717_R637_4722	637.2005	717.362620403751	635.5	[M-H]-	717.362620403751
M717_R789_4723	789.343	717.379552207334	922	[M-H]-	717.379552207334
M717_R879_4725	879.2985	717.4683071034	1104	[M-H]-	717.4683071034
M718_R926_4727	926.262	717.522364783062	13685	[M-H]-	717.522364783062
M718_R641_4731	640.609	718.361847151766	637	[M-H]-	718.361847151766
M718_R792_4732	791.8075	718.388864630856	618	[M-H]-	718.388864630856
M718_R868_4733	868.199	718.459153090239	1143.5	[M-H]-	718.459153090239
M718_R717_4737	716.813	718.421698221488	352	[M-H]-	718.421698221488
M719_R895_4738	895.412	718.593600927459	22144	[M-H]-	718.593600927459
M719_R628_4741	628.341	719.359298361469	263	[M-H]-	719.359298361469
M719_R788_4742	788.111	719.392949753136	1052	[M-H]-	719.392949753136
M719_R366_4743	366.497	719.304902843588	605	[M-H]-	719.304902843588
M719_R791_4744	790.575	719.433507262116	1405.5	[M-H]-	719.433507262116
M719_R684_4745	684.247	719.397722313149	907	[M-H]-	719.397722313149
M719_R617_4746	617.443	719.431043279033	601	[M-H]-	719.431043279033
M720_R911_4747	910.5265	719.55265170237	5439.5	[M-H]-	719.55265170237
M720_R641_4750	641.291	720.376703060373	470	[M-H]-	720.376703060373
M720_R771_4752	770.865	720.33479980151	532	[M-H]-	720.33479980151
M720_R852_4754	852.156	720.458468026898	1333	[M-H]-	720.458468026898
M720_R620_4756	620.166	720.434072776888	396.5	[M-H]-	720.434072776888
M721_R907_4758	907.45	720.553423105761	2373	[M-H]-	720.553423105761
M721_R726_4759	725.927	720.556794826028	902	[M-H]-	720.556794826028
M721_R640_4761	639.927	721.367972829705	776.5	[M-H]-	721.367972829705
M721_R817_4762	817.0455	721.382991128812	720	[M-H]-	721.382991128812
M721_R366_4763	366.497	721.302845034485	204	[M-H]-	721.302845034485
M721_R689_4764	689.458	721.410986830851	2410	[M-H]-	721.410986830851
M721_R307_4765	306.8	721.412483195058	229	[M-H]-	721.412483195058
M721_R396_4766	396.211	721.412948151149	1696	[M-H]-	721.412948151149
M722_R904_4767	904.059	721.546060601155	445	[M-H]-	721.546060601155
M722_R787_4770	787.495	722.365898059079	2098	[M-H]-	722.365898059079
M722_R201_4771	201.306	722.312190426021	291	[M-H]-	722.312190426021
M722_R376_4772	376.4025	722.416018188843	615	[M-H]-	722.416018188843
M722_R848_4773	848.455	722.458511549769	599	[M-H]-	722.458511549769
M722_R222_4775	222.327	722.423969084368	217	[M-H]-	722.423969084368
M723_R633_4777	633.112	723.359306354649	1433	[M-H]-	723.359306354649
M723_R786_4778	785.647	723.370778780084	1435	[M-H]-	723.370778780084
M723_R200_4779	199.804	723.325218950966	324	[M-H]-	723.325218950966
M723_R313_4780	312.674	723.425582766699	239	[M-H]-	723.425582766699
M723_R393_4781	393.381	723.426923845291	707	[M-H]-	723.426923845291
M723_R777_4782	777.021	723.428456414058	4274	[M-H]-	723.428456414058
M723_R612_4783	611.994	723.426253950001	787	[M-H]-	723.426253950001
M724_R908_4784	907.76	723.562322821212	317.5	[M-H]-	723.562322821212
M724_R631_4785	631.0685	724.370798696434	1123.5	[M-H]-	724.370798696434
M724_R783_4786	783.183	724.348690399324	796.5	[M-H]-	724.348690399324
M724_R392_4787	391.967	724.429489430986	270	[M-H]-	724.429489430986
M724_R792_4788	792.424	724.46452204482	1483	[M-H]-	724.46452204482
M724_R621_4789	620.8495	724.45291023099	495	[M-H]-	724.45291023099
M725_R943_4790	942.824	724.709964767624	2708	[M-H]-	724.709964767624
M725_R626_4791	625.616	725.350833162222	268	[M-H]-	725.350833162222
M725_R791_4793	790.575	725.387109583647	1519	[M-H]-	725.387109583647
M725_R873_4794	873.116	725.456343854532	1398.5	[M-H]-	725.456343854532
M725_R395_4795	394.796	725.436091203891	237	[M-H]-	725.436091203891
M725_R642_4796	641.973	725.403667274116	1084	[M-H]-	725.403667274116
M725_R562_4797	561.605	725.439857081488	264	[M-H]-	725.439857081488
M725_R237_4798	237.346	725.411680038013	574.5	[M-H]-	725.411680038013
M726_R901_4799	901.254	725.684594160104	1309	[M-H]-	725.684594160104
M726_R783_4801	783.183	725.589023456373	3687.5	[M-H]-	725.589023456373
M726_R632_4802	631.7495	726.357987810571	898	[M-H]-	726.357987810571
M726_R846_4803	846.416	726.3082529479	9477	[M-H]-	726.3082529479
M727_R985_4805	985.462	726.53255358006	1752.5	[M-H]-	726.53255358006
M726_R252_4806	252.362	726.416228728683	312.5	[M-H]-	726.416228728683
M727_R825_4807	825.048	726.555525895948	349	[M-H]-	726.555525895948
M727_R626_4808	625.616	726.537244023164	285	[M-H]-	726.537244023164
M727_R325_4809	325.462	727.208531385659	385	[M-H]-	727.208531385659
M727_R624_4810	624.2535	727.359495775279	437	[M-H]-	727.359495775279
M727_R789_4811	789.343	727.392996761781	1706.5	[M-H]-	727.392996761781
M727_R240_4812	239.5955	727.321022573584	299	[M-H]-	727.321022573584
M727_R850_4813	849.689	727.471048932591	819.5	[M-H]-	727.471048932591
M728_R982_4814	982.3785	727.573532914224	4865	[M-H]-	727.573532914224
