"ID","CAS","INCHIKEY","FORMULA","MONOISOTOPIC_MASS","SMILES"
"DTXSID0041696","335-42-2","YYXWJNBPHDUWJP-UHFFFAOYSA-N","C4F8O","215.98214038","O=C(F)C(F)(F)C(F)(F)C(F)(F)F"
"DTXSID00437731","56347-79-6","UHASMEVRHWRZKF-UHFFFAOYSA-N","C12F22O6","657.93435856","O=C(OOC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F"
"DTXSID00438405","62571-55-5","KAGVVOGIAJXMDE-UHFFFAOYSA-N","C8H4F13N3","389.019763988","[N-]=[N+]=NCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
"DTXSID00446247","64739-16-8","OUDRUNXDQLDNNJ-UHFFFAOYSA-N","C7H3F13O2","365.992546196","OC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
"DTXSID00451977","17352-09-9","QUAJSEUQBPUVAU-UHFFFAOYSA-N","C9H2F18O3S","531.943722884","O=S(=O)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F"
"DTXSID0046511","306-94-5","UWEYRJFJVCLAGH-UHFFFAOYSA-N","C10F18","461.97125796","FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F"
"DTXSID00468500","865758-36-7","BYTTZNJBGFBIDO-UHFFFAOYSA-N","C31H22ClF17O2","784.103687364","COc1ccc(C(Cl)(c2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c2ccc(OC)cc2)cc1"
"DTXSID00469991","75180-14-2","RYSDCNCCQRHRHH-UHFFFAOYSA-N","C7HF13","331.987066892","FC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
"DTXSID00471973","52835-16-2","WYQHIAPIABYQRN-UHFFFAOYSA-N","C10H3F17O","461.991244456","FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1CO1"
"DTXSID0047583","423-39-2","PGRFXXCKHGIFSV-UHFFFAOYSA-N","C4F9I","345.89010198","FC(F)(F)C(F)(F)C(F)(F)C(F)(F)I"
"DTXSID00479232","90146-96-6","GYIWCCQPZCEECI-UHFFFAOYSA-N","C14H14F17O3P","584.040910678","CCOP(=O)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC"
"DTXSID00485237","61324-28-5","OTFLZXXBEWPSKG-UHFFFAOYSA-N","C9H5F7O","262.02286232","Oc1ccc(C(F)(F)C(F)(F)C(F)(F)F)cc1"
"DTXSID00490109","62315-18-8","HZTSIVKWPJZMNG-UHFFFAOYSA-N","C10H6F9NO","327.030567792","Nc1ccc(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1"
"DTXSID00507044","79851-20-0","WYVCRFJVDBZRMR-UHFFFAOYSA-N","C10H3Br2F7O","429.843886456","O=C(c1cc(Br)cc(Br)c1)C(F)(F)C(F)(F)C(F)(F)F"
"DTXSID00508475","62656-72-8","ANKPHPVKEKGBFK-UHFFFAOYSA-N","C7H7F7O","240.038512384","CC(C)C(=O)C(F)(C(F)(F)F)C(F)(F)F"
"DTXSID00512037","80791-11-3","CCESBRAIMMCXET-UHFFFAOYSA-N","C16H7F17O2","554.017459204","COC(=O)c1cccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1"
"DTXSID00525026","89129-68-0","GEBZHSIYCXKYAO-UHFFFAOYSA-N","C7H5F7O3","270.01269156","COC(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F"
"DTXSID00526457","15435-88-8","YJYYFHCNTDFUQW-UHFFFAOYSA-N","C8H2F15NO2","428.984601604","O=C(NO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
"DTXSID00534794","92914-86-8","NQDRASINBDLRQZ-UHFFFAOYSA-N","C11H3F17N2","486.002477836","FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cn[nH]c1"
"DTXSID00542617","64028-04-2","AVSJNFOUJLIQJM-UHFFFAOYSA-N","C8F18O4","501.95091644","FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F"
"DTXSID00544671","25080-17-5","FBDUOBZWJVSNCX-UHFFFAOYSA-N","C7F15IO","511.87543592","FC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)I)C(F)(F)F"
"DTXSID00551729","87017-97-8","HHWOBBVYBVGMFY-UHFFFAOYSA-N","C11H5F19O","514.00370096","OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
"DTXSID00551769","110260-75-8","RJTDDBAPCSPXHO-UHFFFAOYSA-N","C10H7F13O2","406.023846324","COC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
"DTXSID00567042","89608-32-2","KNRUGROEDBQKNT-UHFFFAOYSA-N","C8H12F7ISi","395.964122454","C[Si](C)(C)C(I)CC(F)(F)C(F)(F)C(F)(F)F"
"DTXSID00567047","647-84-7","ITASBCIXGRCUAD-UHFFFAOYSA-N","C6H6F7IO","353.935160352","OCC(I)CC(F)(F)C(F)(F)C(F)(F)F"
"DTXSID00573007","38565-62-7","COCSOQXWZIWLBV-UHFFFAOYSA-N","C12H8F17I","601.939927996","FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCI"
"DTXSID00578936","8/07/2708","HWGNOHFZECDUBX-UHFFFAOYSA-N","C7H3F11O","312.000825136","CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
"DTXSID00583368","609816-23-1","MNOIHTZEQBURKA-UHFFFAOYSA-N","C17H12F17N","553.069829124","NCc1ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1"
"DTXSID00583424","356056-13-8","HLHROOLJMZEEDN-UHFFFAOYSA-N","C12H19F9Si","362.111231118","CC(C)[SiH](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(C)C"
"DTXSID00583621","6792-31-0","LSSVYTAUPWOSRM-UHFFFAOYSA-N","C9F18","449.97125796","FC(=C(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F"
"DTXSID00584835","865758-37-8","FSYYFUVFEYRUHN-UHFFFAOYSA-N","C30H20ClF17O","754.09312268","COc1ccc(C(Cl)(c2ccccc2)c2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1"
"DTXSID00585029","313475-52-4","XPWVKMRONQMDKR-UHFFFAOYSA-N","C15H16F19N2P","616.074771322","CCCC[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.F[P-](F)(F)(F)(F)F"
"DTXSID0059794","307-34-6","YVBBRRALBYAZBM-UHFFFAOYSA-N","C8F18","437.97125796","FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
"DTXSID0059796","307-60-8","WBYCUETVRCXUPE-UHFFFAOYSA-N","C12F25I","745.8645535","FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I"
"DTXSID0059798","307-70-0","GJYLSFCFHFUODO-UHFFFAOYSA-N","C11H4F20O","531.994279148","OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F"
"DTXSID0059829","335-66-0","ZILWJLIFAGWGLE-UHFFFAOYSA-N","C8F16O","415.96936614","O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
"DTXSID0059875","355-03-3","SUYQQGZHVVTMNY-UHFFFAOYSA-N","C6F12O2S","363.94273888","O=S(=O)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F"
"DTXSID0059877","355-38-4","XATLHBQMSOZWBO-UHFFFAOYSA-N","C6F12O","315.97575326","O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
"DTXSID0059879","355-80-6","JUGSKHLZINSXPQ-UHFFFAOYSA-N","C5H4F8O","232.013440508","OCC(F)(F)C(F)(F)C(F)(F)C(F)F"
"DTXSID0060147","507-63-1","KWXGJTSJUKTDQU-UHFFFAOYSA-N","C8F17I","545.87732774","FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I"
"DTXSID0060985","678-77-3","QOLALWJWCONGMG-UHFFFAOYSA-N","C5Cl2F6O2","275.91795392","O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(=O)Cl"
"DTXSID00610941","262617-19-6","NGEYGRCDNBGSKG-UHFFFAOYSA-N","C12H8F10O","358.041547076","FC(F)(F)C(F)(F)C(F)(F)OC1(F)C2C3C=CC(C3)C2C1(F)F"
"DTXSID0061826","1623-05-8","KHXKESCWFMPTFT-UHFFFAOYSA-N","C5F10O","265.97894682","FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)F"
