"ID","CAS","INCHIKEY","FORMULA","MONOISOTOPIC_MASS","SMILES","NumHDonors","NumHAcceptors","Chemical List PFASMASTER-2024-01-11","Chemical List PFASSTRUCTV5-2024-03-04","input_suspect_testdata","OECDPFAS_list_22012019","PFAS Suspect List_v1.8","PRORISKPFAS"
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID8052017","3330-15-2","CUTPKDUMZWIJKT-UHFFFAOYSA-N","C5HF11O",285.985175072,"FC(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F",0,1,1,1,0,1,1,1
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID201036311","NOCAS_1036311","ZLHYAXAZPUDZSJ-UHFFFAOYSA-N","C10H4F16O3S",507.962566508,"O=S(=O)(O)CC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",1,2,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID801026887","NOCAS_1026887","UZVFEKUIXRXICQ-UHFFFAOYSA-N","C10H8F7NS",307.026567796,"Cc1cc(SC(F)(F)C(F)(F)C(F)(F)F)ccc1N",1,2,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID80951844","2924-05-2","QNWOBBZMABTYBU-UHFFFAOYSA-N","C8F8S2",311.93136776,"FC1(F)C2=C(SC3=C(S2)C(F)(F)C3(F)F)C1(F)F",0,2,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID80508892","76145-90-9","HPWPTXMMPBCRFQ-UHFFFAOYSA-N","C15H5F17N2O2",568.00795714,"FC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)c1nc2ccccc2[nH]1",1,3,1,1,0,1,1,1
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID30758244","92832-08-1","IEVMOYXZMQCVMU-UHFFFAOYSA-N","C11H9F4NS",263.039183168,"NC(=CC(=S)c1ccccc1)C(F)(F)C(F)F",1,2,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID401039066","297140-61-5","KBMNDEXYPAHIRQ-UHFFFAOYSA-N","C20H13F13N4O2",588.083092516,"CN(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1",0,5,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID00510795","78727-06-7","VDZMPQYFXADAHA-UHFFFAOYSA-N","C10H11F4N",221.082762232,"CN(CC(F)(F)C(F)F)c1ccccc1",0,1,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID30699209","150582-54-0","YYCUTKOFFBAITO-UHFFFAOYSA-N","C6H5F6NO3",253.01736234,"O=C1OC(C(F)(F)F)(C(F)(F)F)NC1CO",2,4,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID601036456","NOCAS_1036456","WGGGBRZZONDELT-UHFFFAOYSA-N","C7H7F5O3S",266.003606184,"O=C(CO)SC(=O)CCC(F)(F)C(F)(F)F",1,4,1,1,0,0,1,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID301032429","107978-57-4","BHZKUWSVCBPCJY-UHFFFAOYSA-N","C12H15F13OSi",450.06845849,"CCO[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",0,1,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID40756630","90687-70-0","VWKFXFBQLQMWAZ-UHFFFAOYSA-N","C10H8F4N2O4",296.042019616,"O=C(Nc1cccc([N+](=O)[O-])c1)OCC(F)(F)C(F)F",1,4,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID00276960","308-36-1","XCUIUACVMRRNFF-UHFFFAOYSA-N","C15H12F16O4",560.048010384,"O=C(CCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F)OCC(F)(F)C(F)(F)C(F)(F)C(F)F",0,4,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID90892618","574715-87-0","DIRFOJTVNYDFBA-UHFFFAOYSA-N","C12HClF22O2",629.931377792,"O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl",1,1,1,1,0,0,0,1
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID60893172","239795-58-5","TWDHAMRDYDLSPH-UHFFFAOYSA-N","C6HF9O2",275.983283252,"O=C(O)C(F)=C(F)C(F)(C(F)(F)F)C(F)(F)F",1,1,1,1,0,0,1,1
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID40382135","96250-35-0","KOEWOWNPLYLJOW-UHFFFAOYSA-N","C6H4F6O2",222.011548688,"C=C(F)C(=O)OCC(F)(F)C(F)(F)F",0,2,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID40781806","26166-99-4","HJQRJIXSGYRXCT-UHFFFAOYSA-N","C9H5F15S",429.98724446,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS",1,1,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID40229475","78974-42-2","DEHQJCVMUMYUMH-UHFFFAOYSA-N","C11H6F19O4P",593.970031482,"O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F",2,2,1,1,0,1,1,1
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID90471942","63967-41-9","YYYONDXERNIFKX-UHFFFAOYSA-N","C7HF13O",347.981981512,"O=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",0,1,1,1,0,1,1,1
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID70619002","252937-66-9","YUOCJTKDRNYTFJ-UHFFFAOYSA-N","C8H4F9NO5S",396.966647208,"O=C1CCC(=O)N1OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",0,5,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID90649104","374-14-1","MBDLWFISOWMXMI-UHFFFAOYSA-N","C3H5ClF5N",185.00306794,"Cl.NCC(F)(F)C(F)(F)F",1,1,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID301032300","NOCAS_1032300","IQCHUJYEVZZWCI-UHFFFAOYNA-N","C4HClF8O3S",315.920718332,"O=S(=O)(O)C(F)(Cl)C(F)(F)C(F)(F)C(F)(F)F",1,2,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID801033341","61481-09-2","YIQMMZZEAZBJJT-UHFFFAOYSA-N","C16H17F17N2O",576.106942904,"CCN(CC)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",1,2,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID101033390","653573-80-9","ZLBJKJJINWVECG-UHFFFAOYSA-N","C12H3F23O5",663.961322256,"OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F",1,5,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID10880618","68957-55-1","RHGJXQKTIMJLCF-UHFFFAOYSA-M","C11H16ClF11N2O2S",484.044536852,"C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Cl-]",1,2,1,1,0,1,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID001035529","NOCAS_1035529","TUKINOUXIBERCU-UHFFFAOYSA-N","C17H8F27NO4S",834.974290676,"CCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",1,3,1,1,0,0,1,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID00896268","546063-97-2","CEOUNYCXGKQTNL-UHFFFAOYSA-N","C16H15F7N2O3",416.09708988,"O=C(N1CCN(Cc2ccc3c(c2)OCO3)CC1)C(F)(F)C(F)(F)C(F)(F)F",0,4,1,1,0,1,1,1
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID60880527","63295-18-1","ONTZPZSNBFJLNO-UHFFFAOYSA-N","C12H14F19N2O5P",658.033694358,"O=P([O-])([O-])OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[NH4+].[NH4+]",3,5,1,1,0,1,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID90893322","116537-74-7","ZOOJIVOKCYLKGP-UHFFFAOYSA-M","C11H7F13NNaO3",471.011604224,"CCN(CC(=O)[O-])C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+]",0,3,1,1,0,1,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID60631455","64637-86-1","DUFHDCGEOLTCEK-UHFFFAOYSA-N","C7H10F6O2Si",268.03542541,"C[Si](C)(C)OC(=O)C(C(F)(F)F)C(F)(F)F",0,2,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID40896247","62315-22-4","QGQYNMIUCCLFAD-UHFFFAOYSA-N","C16H10ClF9N2O2",468.02870922,"Cl.O=C(Nc1ccc(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1)c1cccnc1",1,3,1,1,0,1,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID401035202","NOCAS_1035202","CBKDCXTWOFDRGE-OWOJBTEDSA-N","C5HF9O3S",311.950268872,"O=S(=O)(O)C(F)(F)C(F)(F)/C(F)=C(\F)C(F)(F)F",1,2,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID701032633","2185049-59-4","RTPIQABWGNYHCK-UHFFFAOYSA-M","C24H36F17O3PS",758.185132382,"CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",0,3,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID60896209","288161-40-0","PXRFFHCMLAVCDR-UHFFFAOYSA-N","C19H11F13N2O",530.066379832,"O=C(Nc1ccccc1)Nc1ccccc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",2,1,1,1,0,1,1,1
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID101033364","63295-26-1","BKHFWJSJAPARSO-UHFFFAOYNA-N","C24H11Cl2F38O4P",1185.916523182,"O=P(O)(OCC(Cl)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCC(Cl)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F",1,3,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID50143092","100279-91-2","GHNBZKXBIWTEBO-UHFFFAOYSA-N","C18H14F6N2O2S",436.068018008,"Cc1cc(SC(F)(F)C(F)F)c(C)cc1NC(=O)NC(=O)c1c(F)cccc1F",2,3,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID90880939","68957-58-4","ISWKWKSVIRGKHB-UHFFFAOYSA-M","C12H16F13IN2O2S",625.976963612,"C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[I-]",1,2,1,1,0,1,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID401035195","NOCAS_1035195","BZTMKMQNPUYIMP-UHFFFAOYSA-N","C16H18F19N2O2S",663.078559996,"CN(CCC[N+](C)(C)C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",0,2,1,1,0,0,1,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID001022124","2089109-05-5","LNLUFNCCCASEGP-UHFFFAOYNA-N","C12H18F11N2O4S",495.081163476,"C[N+](C)(CCO)CC(O)CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",3,4,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID00654244","334931-09-8","GGVJXTMLVIPQIZ-UHFFFAOYSA-N","C15H9ClF4O2",332.022720088,"O=C(c1ccc(Cl)cc1)c1ccc(OC(F)(F)C(F)F)cc1",0,2,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID001032832","34695-31-3","XEUHEHPTQBFYGD-UHFFFAOYSA-N","C19H19F21N2O4S",770.073020708,"C[N+](C)(CCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC(=O)[O-]",1,4,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID50432039","103015-84-5","PIANCHDAVNRLDV-UHFFFAOYSA-N","C9H5Cl2F6NO",326.96523846,"Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl",1,2,1,1,0,1,1,1
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID901036217","NOCAS_1036217","SIEQZFKCXZWOSO-UHFFFAOYNA-N","C21H13F30NO2",881.046725256,"C[N+](C)(CCC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)[O-]",0,2,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID301035330","NOCAS_1035330","CQPFDNHDYHDOMN-UHFFFAOYNA-N","C16H21F15N2O6S2",686.060151692,"CN(C)CCC(CO)N(CCCS(=O)(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",2,6,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID50896278","135339-05-8","AILIUGSCIINIHV-UHFFFAOYSA-N","C17H9F15N2O2",558.042450828,"CCOC(=O)c1c(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nc2ccccn12",0,3,1,1,0,1,1,1
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID201028085","1017281-29-6","YPJUNDFVDDCYIH-JCDJMFQYSA-N","C4HF7O2",213.986476812,"O=[13C](O)[13C](F)(F)[13C](F)(F)[13C](F)(F)F",1,1,1,1,0,0,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID80104590","72968-38-8","JVZREVRTMWNFME-UHFFFAOYSA-N","C7H4F13NO2",381.003445228,"O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+]",1,2,1,1,0,1,0,0
"https://comptox.epa.gov/dashboard/chemical/details/DTXSID20892444","52481-85-3","ANKSFLDOVZNXOJ-UHFFFAOYSA-N","C18HF35O7",993.916340072,"O=C(O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F",1,6,1,1,0,1,1,1
