"ID","CAS","INCHIKEY","FORMULA","MONOISOTOPIC_MASS","SMILES"
1602,NA,"QPVJROJBHCURKR-UHFFFAOYSA-N","C13H5F19O2",553.99861558,"C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1603,NA,"UVWPNDVAQBNQBG-UHFFFAOYSA-N","C9F20",487.9680644,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1604,"558-97-4","YYCFEDCTRHSPLB-UHFFFAOYSA-N","C9F19I",595.87413418,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I"
1605,"68259-06-3","NBFKXQZHVNHRSB-UHFFFAOYSA-N","C9F20O2S",551.92996464,"O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1606,"21652-58-4","NKAMGQZDVMQEJL-UHFFFAOYSA-N","C10H3F17",445.996329836,"C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1607,NA,"COSIKBRYNURQMV-UHFFFAOYSA-N","C18H2F34",863.961359544,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1608,NA,"VQWYSTZTOSMTTA-UHFFFAOYSA-N","C42H12F51P",1515.986226234,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cccc(P(c2cccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c2)c2cccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c2)c1"
1609,NA,"CCDZSLNFIBUPNY-UHFFFAOYSA-N","C14H4BrF17",573.922491968,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cccc(Br)c1"
1610,NA,"XDEOJAJPLXXYKA-UHFFFAOYSA-N","C14H4BrF17",573.922491968,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc(Br)cc1"
1611,NA,"DBTAMHSPOTZDDY-UHFFFAOYSA-N","C16H7F17",522.027629964,"C=Cc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1"
1612,NA,"RTNPUWLBWXIECX-UHFFFAOYSA-N","C42H12F51P",1515.986226234,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc(P(c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1"
1613,NA,"CYLIQDNNFMKOLN-UHFFFAOYSA-N","C14H5F17",496.0119799,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccccc1"
1614,NA,"JEHFODHLGGKHGC-UHFFFAOYSA-N","C12H3F17S",501.968400836,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cccs1"
1615,NA,"ZJGFRIPXEMYHFJ-UHFFFAOYSA-N","C11H3F17N2",486.002477836,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cnc[nH]1"
1616,NA,"NQDRASINBDLRQZ-UHFFFAOYSA-N","C11H3F17N2",486.002477836,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cn[nH]c1"
1617,NA,"HCQJAAKQIMFGKR-UHFFFAOYSA-N","C12H3F17S",501.968400836,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccsc1"
1618,NA,"WYQHIAPIABYQRN-UHFFFAOYSA-N","C10H3F17O",461.991244456,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1CO1"
1619,NA,"JZLSJSIYEYSKCH-UHFFFAOYSA-N","C10H3F17O3",493.981073696,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1OCOO1"
1620,"64018-23-1","FMAZHALGIPCISB-UHFFFAOYSA-N","C10H2ClF17O",495.952272104,"O=C(Cl)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1621,NA,"LMJIUSRWSARGTG-UHFFFAOYSA-N","C18H3F34I",991.873657576,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1622,NA,"GOFZRUGTCVZCAB-UHFFFAOYSA-N","C21H8F34I2",1159.817255736,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1623,NA,"SELAZSIAMBJAMF-UHFFFAOYSA-N","C22H10F34I2",1173.8329058,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1624,NA,"HVBADBGMDBTYFU-UHFFFAOYSA-N","C24H14F34I2",1201.864205928,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1625,NA,"XLQJVLIZYYUBIL-UHFFFAOYSA-N","C28H18F34I2O4",1317.875164536,"O=C(CCCCC(=O)OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1626,NA,"IGZCYJHKCGTUQB-UHFFFAOYSA-N","C11H5F17",460.0119799,"C=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1627,NA,"KDGIOTBLYAPNRR-UHFFFAOYSA-N","C10H3F17O",461.991244456,"O=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1628,"38565-53-6","HMXSIEIEXLGIET-UHFFFAOYSA-N","C11H5F17O",476.00689452,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1"
1629,NA,"QBAODHXWEYFWJU-UHFFFAOYSA-N","C14H10F17IO",643.95049268,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1COCC1CI"
1630,NA,"TWWJQNJBBMHHAO-UHFFFAOYSA-N","C10H4BrF17",525.922491968,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCBr"
1631,NA,"XDVOHXVWJNEFGQ-UHFFFAOYSA-N","C11H4F17N",473.007228868,"N#CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1632,NA,"PFSIGNUPTCQGSG-UHFFFAOYSA-N","C15H8F17NO4",589.018187476,"O=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ON1C(=O)CCC1=O"
1633,NA,"QYLZAPXXSYDKKB-UHFFFAOYSA-N","C11H4ClF17O",509.967922168,"O=C(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1634,NA,"KKJPHRCNXGNPOP-UHFFFAOYSA-N","C18H4F34",865.977009608,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1635,NA,"KNVPMALQUMQUQP-UHFFFAOYSA-N","C11H5F17O",476.00689452,"O=CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1636,NA,"CDBCINRKCMNDNI-UHFFFAOYSA-N","C48H24F51P",1600.080126618,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCc1cccc(P(c2cccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c2)c2cccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c2)c1"
1637,NA,"MTUBRWIMDWTZST-UHFFFAOYSA-N","C48H24F51P",1600.080126618,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCc1ccc(P(c2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1"
1638,NA,"GMHNZJNJORCMQJ-UHFFFAOYSA-N","C38H21F34P",1154.083796782,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCc1ccc(P(c2ccccc2)c2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1"
1639,NA,"UPXCRVHPPXSSDG-UHFFFAOYSA-N","C28H18F17P",708.087466946,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCc1ccc(P(c2ccccc2)c2ccccc2)cc1"
1640,NA,"DLEHONFUGNNFOG-UHFFFAOYSA-N","C22H14F17NO5",695.060052288,"O=C(OCc1ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1)ON1C(=O)CCC1=O"
1641,NA,"AFJHWCKFHITISQ-UHFFFAOYSA-N","C16H8BrF17",601.953792096,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCc1cccc(Br)c1"
1642,NA,"MGKUEUKJRIEPLH-UHFFFAOYSA-N","C12H8BrF17",553.953792096,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCBr"
1643,NA,"YUKPQRHDYICGSY-UHFFFAOYSA-N","C20H8F34",894.008309736,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1644,NA,"AYLKNFHWGYCSFD-UHFFFAOYSA-N","C22H12F34",922.039609864,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1645,NA,"ZMQIJLTXHUSDCM-UHFFFAOYSA-N","C24H16F34",950.070909992,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1646,NA,"DAPVOZHBSIXKMY-UHFFFAOYSA-N","C18H20BrF17",638.04769248,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCBr"
1647,NA,"CGGQUPOCGJBCMK-UHFFFAOYSA-N","C19H22BrF17",652.063342544,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCBr"
1648,NA,"LQBBBOUZXWMQFY-UHFFFAOYSA-N","C32H30F17NO",767.20559432,"N#Cc1ccc(-c2ccc(OCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1"
1649,"134051-92-6","SIGZHCRJKAFRED-UHFFFAOYSA-N","C27H38F17N2O4P",808.229774066,"O=P(OCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(N1CCOCC1)N1CCOCC1"
1650,NA,"COCSOQXWZIWLBV-UHFFFAOYSA-N","C12H8F17I",601.939927996,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCI"
1651,NA,"AXUBYTAXJHIPJO-UHFFFAOYSA-N","C11H6F17I",587.924277932,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCI"
1652,NA,"QGVHMBIQPGFCFW-UHFFFAOYSA-N","C15H8F17NO2",557.028358236,"O=C1C=CC(=O)N1CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1653,NA,"JRKNOQQQWMFWME-UHFFFAOYSA-N","C19H10F17NO3",623.03892292,"O=c1oc(=O)n(CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c2ccccc12"
1654,NA,"MFTQISGNRWTJNY-UHFFFAOYSA-N","C13H9F17INO",644.945741648,"OC(CI)=NCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1655,NA,"GHAHNTDCKCXNGO-UHFFFAOYSA-N","C14H9F17O2",532.033109268,"C=CC(=O)OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1656,NA,"KOLANEVLEDPTQG-UHFFFAOYSA-N","C18H11F17O2",582.048759332,"O=Cc1ccc(OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1"
1657,"68390-33-0","XVKJSLBVVRCOIT-UHFFFAOYSA-N","C10H4F17I",573.908627868,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI"
1658,NA,"XBIIIDIAZYSZBI-UHFFFAOYSA-N","C11H4F17NO",489.002143488,"O=C=NCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1659,"120719-67-7","QUKRIOLKOHUUBM-UHFFFAOYSA-N","C13H7F17O2",518.017459204,"C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1660,NA,"VPYYGEWLNDRXQW-UHFFFAOYSA-N","C16H8F17NO2",569.028358236,"O=C(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1cccnc1"
1661,NA,"LWAHZPPAFSQPGA-UHFFFAOYSA-N","C30H12F51O4P",1435.965884714,"O=P(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1662,NA,"URJIJZCEKHSLHA-UHFFFAOYSA-N","C10H5F17S",479.9840509,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS"
1663,NA,"RGCCJICFTWQWSZ-UHFFFAOYSA-N","C12H7F17O2S",537.989530204,"C=CS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1664,"27619-90-5","BXLIWKCKMHDVHE-UHFFFAOYSA-N","C10H4ClF17O2S",545.934907788,"O=S(=O)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1665,NA,"QLKXZNKNUBWTFP-UHFFFAOYSA-N","C11H4F17NS",504.979299868,"N#CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1666,NA,"HINXQBCQQBVCIK-UHFFFAOYSA-N","C20H8F34S",925.980380736,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1667,"42977-21-9","PFSDZNASIFXROJ-UHFFFAOYSA-N","C20H8F34S2",957.952451736,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCSSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1668,"307-33-5","SYVYTZLRTMPUCD-UHFFFAOYSA-N","C8ClF17",453.94170742,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl"
1669,"307-87-9","BZYSOYLWVDQYMZ-UHFFFAOYSA-N","C12H5F17O2",504.00180914,"C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1670,"307-34-6","YVBBRRALBYAZBM-UHFFFAOYSA-N","C8F18",437.97125796,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1671,"507-63-1","KWXGJTSJUKTDQU-UHFFFAOYSA-N","C8F17I",545.87732774,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I"
1672,NA,"OFHKMSIZNZJZKM-UHFFFAOYSA-N","C11H3F17O2",489.986159076,"C=CC(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1673,NA,"FJDNRGZXGFXROS-UHFFFAOYSA-N","C21H4F34O4",965.956668088,"C=C(CC(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1674,NA,"SZMJWFGNINGJGQ-UHFFFAOYSA-N","C16H14F17NO4S",639.037208668,"C=CC(=O)OCCNCCCS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1675,NA,"SJOOJYBVDNVFLP-UHFFFAOYSA-N","C12H9F17N2O2S",568.011328268,"O=S(=O)(N1CCNCC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1676,NA,"VVSMORRIDUQEFJ-UHFFFAOYSA-N","C12H8F17NO3S",568.995343856,"O=S(=O)(N1CCOCC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1677,NA,"MHVUIICWGZEAKG-UHFFFAOYSA-N","C15H6F17NO3S",602.979693792,"O=S(=O)(N=C(O)c1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1678,NA,"IUCCIVARQVPPPQ-UHFFFAOYSA-N","C16H14F17NO3S",623.042294048,"O=C1CCCCCCC1NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1679,"423-86-9","QDPPBTYBIPLUFD-UHFFFAOYSA-N","C11H6F17NO2S",538.984779172,"C=CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1680,"50598-29-3","GRXIBAUTCQPULC-UHFFFAOYSA-N","C15H8F17NO2S",589.000429236,"O=S(=O)(NCc1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1681,NA,"XCBBWRDLYSFQAA-UHFFFAOYSA-N","C13H8F17NO4S",596.990258476,"C=CC(=O)OCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1682,NA,"FKDMKFQVVFJJFZ-UHFFFAOYSA-N","C16HF34NO4S2",980.880408992,"O=S(=O)(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1683,"423-60-9","FJHZKRYJOILIGD-UHFFFAOYSA-N","C8ClF17O2S",517.90360766,"O=S(=O)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1684,"307-35-7","BHFJBHMTEDLICO-UHFFFAOYSA-N","C8F18O2S",501.9331582,"O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1685,"25431-45-2","RXZWAMINHJDYKW-UHFFFAOYSA-N","C9H3F15",395.999523396,"C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1686,NA,"CQYGHSAZXARHMT-UHFFFAOYSA-N","C16H2F30",763.967746664,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1687,NA,"JFCGFYIIFNVYCN-UHFFFAOYSA-N","C16H10F15N",501.05737262,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=NCCc1ccccc1"
1688,NA,"QIYBNKVPACGQCB-UHFFFAOYSA-N","C8HF15O",397.978787952,"O=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1689,"25444-35-3","PPKJGFABEANLHW-UHFFFAOYSA-N","C13H4ClF15O2S",543.938101348,"O=S(=O)(Cl)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1"
1690,NA,"NYLVUEIJJQQDBW-UHFFFAOYSA-N","C10H3F15N2",436.005671396,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cnc[nH]1"
1691,"21674-38-4","BFAUAMWYFFXWLX-UHFFFAOYSA-N","C24F45N3",1184.9373669,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n1"
1692,NA,"BSAGCCKVKXWQSB-UHFFFAOYSA-N","C20H10F30I2",1073.83929292,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1693,NA,"NTCFPSIOLPOKNV-UHFFFAOYSA-N","C10H5F15O",426.01008808,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1"
1694,"2043-52-9","QVTHRDRXTVTNEK-UHFFFAOYSA-N","C9H4F15I",523.911821428,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI"
1695,NA,"PKPKRTXQJZSNCQ-UHFFFAOYSA-N","C12H7F15O2",468.020652764,"C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1696,"27607-61-0","CBCLHIUXUOXITK-UHFFFAOYSA-N","C9H4ClF15O2S",495.938101348,"O=S(=O)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1697,NA,"CVJNJHVXFLKZGB-UHFFFAOYSA-N","C8H2F15I",509.896171364,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CI"
1698,NA,"GZUJPJBXZUVMML-UHFFFAOYSA-N","C11H6F15NO",453.020987112,"C=CC(O)=NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1699,NA,"FTLIVFJKISSELN-UHFFFAOYSA-N","C16H5F30N",780.99429576,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CNCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1700,"152210-09-8","YSQGYEYXKXGAQA-UHFFFAOYSA-N","C11H5F15O2",454.0050027,"C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
1701,NA,"PCINQRFLHHIVBS-UHFFFAOYSA-N","C20H6F30O4",879.978705272,"O=C(C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
