"ID","CAS","INCHIKEY","FORMULA","MONOISOTOPIC_MASS","SMILES"
"DTXSID90382600","CAS_RN: 161583-34-2","AJIHCPVPJZKWAJ-UHFFFAOYSA-N","C8H4BrF13",425.928879088,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCBr"
"DTXSID60895237","CAS_RN: 1835251-91-6","AJIYRVJOPFDXSF-UHFFFAOYSA-N","C14H16F14",450.102845592,"FC(F)(F)C(F)(F)C(F)(F)CCCCCCCCC(F)(F)C(F)(F)C(F)(F)F"
"DTXSID50892578",NA,"AJMAYLFJZQYRHN-UHFFFAOYSA-N","C12H5F21O3S",627.96240764,"O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
"DTXSID70893300","CAS_RN: 88987-13-7","AJMIZAKQWZPWEH-UHFFFAOYSA-N","C24H31F17O8",770.174747692,"COCCOCCOCCOCCOCCOCCOCCOC(=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F"
"",NA,"AJVBAWNQCQPSFI-UHFFFAOYSA-N","C22H21F25O5",840.098979272,"OCCOCCOCCOCCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
"DTXSID50575036","CAS_RN: 86451-48-1","AJYJTGVHYUFWOB-UHFFFAOYSA-N","C4Cl2F7NO",280.92451652,"O=C(N(Cl)Cl)C(F)(F)C(F)(F)C(F)(F)F"
"DTXSID30870516","CAS_RN: NOCAS_870516","AJYRBQGTPUSTHS-UHFFFAOYSA-N","C6F12O",315.97575326,"FC(F)(F)C(F)(F)C1(F)OC(F)(F)C(F)(F)C1(F)F"
"DTXSID60881337","CAS_RN: 125061-94-1","AKBMBNDRIIVPGZ-UHFFFAOYSA-N","C17F30",773.9520966,"FC1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C3(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C32F)C(F)(F)C1(F)F"
"DTXSID40895619","CAS_RN: 254095-33-5","AKDASAAPMBNOJM-UHFFFAOYSA-N","C16H15F21O3Si",682.04551349,"CCO[Si](OCC)(OCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
"DTXSID30896473","CAS_RN: 139604-89-0","AKRCGMWXORUMMA-UHFFFAOYSA-N","C3F7IO",311.88821016,"FC(F)(F)OC(F)(I)C(F)(F)F"
"DTXSID90703694","CAS_RN: 753025-21-7","AKVDITLFWMRIAX-UHFFFAOYSA-N","C14Cl3F23Si",737.8467582,NA
"DTXSID00145182","CAS_RN: 102488-47-1","AKYGPHVLITVSJE-UHFFFAOYSA-N","C10H10ClF13Si",440.00327139,"C[Si](C)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
"DTXSID30510389","CAS_RN: 74067-16-6","ALAFITPQQICBPX-UHFFFAOYSA-N","C7H3F9O3",305.993847936,"COC(=O)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
"DTXSID50895620","CAS_RN: 153910-98-6","ALAVCOZCLVZGKS-UHFFFAOYSA-N","C11H7F9O",326.035318824,"COc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1"
"DTXSID40895174","CAS_RN: 755-49-7","ALFSYYNBKXKTJH-UHFFFAOYSA-N","C10H14F7I",394.002845988,"CCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)F"
"DTXSID70896210","CAS_RN: 904565-42-0","ALGOLQFPMNZMNC-UHFFFAOYSA-N","C14H8F13NO2",469.034745356,"COc1cccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1"
"DTXSID90895508","CAS_RN: 81769-47-3","ALGTVIZUVXBBPO-UHFFFAOYSA-N","C6H3F7N2",236.018445636,"FC(F)(F)C(F)(F)C(F)(F)c1ncc[nH]1"
"DTXSID60769489","CAS_RN: 139263-35-7","ALHFMQWTDZUPJX-UHFFFAOYSA-N","C11H7Cl2F7",341.981303124,"FC(F)(F)C(F)(F)C(F)(F)c1cc(CCl)ccc1CCl"
"DTXSID7067033","CAS_RN: 24924-36-5","ALIDKXPAUJUDJU-UHFFFAOYSA-N","C13H10F17NO2S",567.0160793,"C=CCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
"DTXSID90897466","CAS_RN: 1178899-27-8","ALLMSMRJFZFUBB-UHFFFAOYSA-N","C12H7BrF9NOS",462.928800924,"CC(=O)N=S(c1ccc(Br)cc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
"DTXSID00880162","CAS_RN: 684-32-2","ALVFUQVKODCQQB-UHFFFAOYSA-N","C5F10O",265.97894682,"O=C(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F"
"DTXSID00192353","CAS_RN: 39108-34-4","ALVYVCQIFHTIRD-UHFFFAOYSA-N","C10H5F17O3S",527.96879476,"O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
"",NA,"AMCIQVNAIRYFGE-UHFFFAOYSA-O","C17H22F13N2O3S",581.114355424,"C[N+](C)(CCCNC(=O)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)O"
"DTXSID50896470","CAS_RN: 862134-28-9","AMDGHCIYCBPNDR-UHFFFAOYSA-N","C26H18F9N3O4",607.115360036,"Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1NC(=O)c1cccc(N(C)C(=O)c2ccc(F)cc2[N+](=O)[O-])c1F"
