"ID","CAS","INCHIKEY","FORMULA","MONOISOTOPIC_MASS","SMILES"
"input_suspect_testdata_1","1912-24-9","MXWJVTOOROXGIU-UHFFFAOYSA-N","C8H14ClN5",215.093773128,"CCNc1nc(Cl)nc(NC(C)C)n1"
"input_suspect_testdata_2",NA,"WVQBLGZPHOPPFO-LBPRGKRZSA-N","C15H22ClNO2",283.133906624,"CCc1cccc(C)c1N(C(=O)CCl)[C@@H](C)COC"
"input_suspect_testdata_3",NA,"ATVLXKVTLCASLQ-UHFFFAOYSA-N","C12H15F13N2O2S",498.06466558,"CNCCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
