PREFERRED_NAME,LIST_ID,INCHIKEY,FORMULA,MONOISOTOPIC_MASS,SMILES,NumHDonors,NumHAcceptors,TYPE,MD,KMD,modulo,parent,rep_unit,rep_mass,rep_num,residual,residual_charge,residual_mass,ACRONYM
3-(Perfluorohexadecyl)-2-hydroxypropyl dihydrogen phosphate,OECDPFAS_list_22012019.csv,AGKXMXVIKUJGIA-UHFFFAOYSA-N,C19H8F33O5P,973.9582397,OC(COP(O)(O)=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3,3,Suspect,-0.0417603,-0.020451555,24.01891734,C19H8F33O5P,CF2,49.99680644,16,C3H8F1O5P1,neutral,174.0093382,NA
Diammonium 3-(perfluorohexadecyl)-2-hydroxypropyl dihydrogen phosphate,OECDPFAS_list_22012019.csv,SYIONWFFQGTSLC-UHFFFAOYSA-N,C19H14F33N2O5P,1008.011338,[NH4+].[NH4+].OC(COP([O-])([O-])=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3,5,Suspect,0.011338,-0.075725006,8.0752092,C19H14F33N2O5P,CF2,49.99680644,16,C3H14F1N2O5P1,neutral,208.0624364,NA
(2-Carboxyethyl)-3-(((perfluoro-7-methyloctyl)2-hydroxypropyl)amino)propyldimethylammonium hydroxide,OECDPFAS_list_22012019.csv,PYARMOUCKHFGKQ-UHFFFAOYSA-N,C20H25F19N2O4,718.1510924,[OH-].C[N+](C)(CCCNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)CCC(O)=O,3,4,Suspect,0.1510924,-0.196964502,18.19580224,C20H25F19N2O4,CF2,49.99680644,9,C11H25F1N2O4,neutral,268.1798355,NA
[[4-[(Heptadecafluorononenyl)oxy]phenyl]methyl]phosphonic acid,OECDPFAS_list_22012019.csv,AIOYDPRIRKONCK-UHFFFAOYSA-N,C16H8F17O4P,617.9888745,OP(O)(=O)CC1=CC=C(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,2,2,Suspect,-0.0111255,-0.028348712,18.02719722,C16H8F17O4P,CF2,49.99680644,8,C8H8F1O4P1,neutral,218.0144236,NA
"N-(3,4-Dichlorophenyl)-2,2,3,3,4,4,4-heptafluorobutanamide",OECDPFAS_list_22012019.csv,INMDAGXEYRBPRG-UHFFFAOYSA-N,C10H4Cl2F7NO,356.9558163,[H]N(C(=O)C(F)(F)C(F)(F)C(F)(F)F)C1=CC(Cl)=C(Cl)C=C1,1,1,Suspect,-0.0441837,0.021383047,6.97817122,C10H4Cl2F7NO,CF2,49.99680644,3,C7H4F1N1O1Cl2,neutral,206.9653973,NA
"1,1,2,2,3,3,4,4,4-nonafluoro-N-[(trifluoromethyl)sulfonyl]-1-Butanesulfonamide",OECDPFAS_list_22012019.csv,KRQOMVHYHHRBPT-UHFFFAOYSA-N,C5HF12NO4S2,430.9155378,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)F,1,4,Suspect,-0.0844622,0.056937349,30.94108628,C5HF12NO4S2,CF2,49.99680644,5,H1F2N1O4S2,neutral,180.931506,NA
N-[3-(Dimethylamino)propyl]-N-[(nonafluorobutyl)sulfonyl]-b-alanine,OECDPFAS_list_22012019.csv,GYXGVPIUSNEEIR-UHFFFAOYSA-N,C12H17F9N2O4S,456.0765317,CN(C)CCCN(CCC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,4,Suspect,0.0765317,-0.105663716,6.10527374,C12H17F9N2O4S,CF2,49.99680644,4,C8H17F1N2O4S1,neutral,256.0893062,NA
Perfluoro-2-[(perfluoropentyl)oxy]propanoic acid,OECDPFAS_list_22012019.csv,JEDHLIXWSMGAEZ-UHFFFAOYSA-N,C8HF15O3,429.9686163,OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,1,2,Suspect,-0.0313837,0.003919334,29.99416478,C8HF15O3,CF2,49.99680644,7,C1H1F1O3,neutral,79.99097211,NA
"Perfluoro(2,5,8,11,14-pentamethyl-3,6,9,12,15-pentaoxaoctadecanoic) acid",OECDPFAS_list_22012019.csv,ANKSFLDOVZNXOJ-UHFFFAOYSA-N,C18HF35O7,993.9163381,OC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,1,6,Suspect,-0.0836619,0.020175216,43.97701574,C18HF35O7,CF2,49.99680644,17,C1H1F1O7,neutral,143.9706306,NA
Perfluorononane amide betaine,OECDPFAS_list_22012019.csv,BVWINCKFYGZCTM-UHFFFAOYSA-N,C16H15F17N2O3,606.0811211,C[N+](C)(CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,1,3,Suspect,0.0811211,-0.119834701,6.11944382,C16H15F17N2O3,CF2,49.99680644,8,C8H15F1N2O3,neutral,206.1066706,NA
8:2 Fluorotelomer sulfonate ammonium salt,OECDPFAS_list_22012019.csv,QNJQVMDRNCBIRJ-UHFFFAOYSA-N,C10H8F17NO3S,544.9953431,[NH4+].[O-]S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,3,Suspect,-0.0046569,-0.03015483,45.0272787,C10H8F17NO3S,CF2,49.99680644,8,C2H8F1N1O3S1,neutral,145.0208923,NA
"4,4,5,5,6,6,6-Heptafluorohex-2-en-1-ol",OECDPFAS_list_22012019.csv,FJRYHIWIYHYOTE-UHFFFAOYSA-N,C6H5F7O,226.0228619,OCC=CC(F)(F)C(F)(F)C(F)(F)F,1,1,Suspect,0.0228619,-0.037299174,26.03563614,C6H5F7O,CF2,49.99680644,3,C3H5F1O1,neutral,76.032443,NA
"4,4,5,5,6,6,7,7,7-Nonafluoro-2-iodoheptan-1-ol",OECDPFAS_list_22012019.csv,HWYUEAAHUZJSMM-UHFFFAOYSA-N,C7H6F9IO,403.93196,OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,1,Suspect,-0.06804,0.042238733,3.95750848,C7H6F9IO,CF2,49.99680644,4,C3H6F1I1O1,neutral,203.944741,NA
"1,1,1,2,2,3,3,4,4-Nonafluorododecan-5-ol",OECDPFAS_list_22012019.csv,UURKBNXZEIUWQO-UHFFFAOYSA-N,C12H17F9O,348.1135686,CCCCCCCC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,1,Suspect,0.1135686,-0.135804452,48.13272996,C12H17F9O,CF2,49.99680644,4,C8H17F1O1,neutral,148.1263434,NA
