PREFERRED_NAME,LIST_ID,INCHIKEY,FORMULA,MONOISOTOPIC_MASS,SMILES,NumHDonors,NumHAcceptors,TYPE,MD,KMD,modulo,parent,rep_unit,rep_mass,rep_num,residual,residual_charge,residual_mass,ACRONYM
"3-(Trifluoromethyl)-1,2-oxazol-5-amine",PFASSTRUCTV5_Chemical List -2024-03-04.csv,PAYOWUGPXPPRPB-UHFFFAOYSA-N,C4H3F3N2O,152.019747,NC1=CC(=NO1)C(F)(F)F,1,3,Suspect,0.019747,-0.029457304,2.02932768,C4H3F3N2O,CF2,49.99680644,1,C3H3F1N2O1,neutral,102.0229409,NA
"1-(aziridin-1-yl)-2,2,2-trifluoroethanol",PFASSTRUCTV5_Chemical List -2024-03-04.csv,LPSOHQGAOKSRTE-UHFFFAOYSA-N,C4H6F3NO,141.040148,OC(N1CC1)C(F)(F)F,1,2,Suspect,0.040148,-0.049156979,41.04653512,C4H6F3NO,CF2,49.99680644,1,C3H6F1N1O1,neutral,91.04334203,NA
BIS(PENTAFLUOROPHENYL)BORINIC ACID,PFASSTRUCTV5_Chemical List -2024-03-04.csv,MQXCDPDLPMAEIE-UHFFFAOYSA-N,C12HBF10O,361.996076,OB(C1=C(F)C(F)=C(F)C(F)=C1F)C1=C(F)C(F)=C(F)C(F)=C1F,1,1,Suspect,-0.003924,-0.019198601,12.01843092,C12HBF10O,CF2,49.99680644,5,C7H1B1O1,neutral,112.0120451,NA
"2,3,4,5-Tetrafluorobenzamide",PFASSTRUCTV5_Chemical List -2024-03-04.csv,XMFMIKSWEJRJQE-UHFFFAOYSA-N,C7H3F4NO,193.015076,NC(=O)C1=CC(F)=C(F)C(F)=C1F,1,1,Suspect,0.015076,-0.027404892,43.02465668,C7H3F4NO,CF2,49.99680644,2,C5H3N1O1,neutral,93.02146372,NA
"1,1,1-Trifluoro-N-hydroxymethanesulfonamide",PFASSTRUCTV5_Chemical List -2024-03-04.csv,RFJAQRMGTCPTHM-UHFFFAOYSA-N,CH2F3NO3S,164.970749,ONS(=O)(=O)C(F)(F)F,2,3,Suspect,-0.029251,0.018713447,14.98032968,CH2F3NO3S,CF2,49.99680644,1,H2F1N1O3S1,neutral,114.9739421,NA
"N,N-Bis(trifluoromethyl)hydroxylamine",PFASSTRUCTV5_Chemical List -2024-03-04.csv,OGYLARHBIDXOMV-UHFFFAOYSA-N,C2HF6NO,168.996233,ON(C(F)(F)F)C(F)(F)F,1,2,Suspect,-0.003767,-0.007027682,19.00581368,C2HF6NO,CF2,49.99680644,2,H1F2N1O1,neutral,69.00262009,NA
"(3-Chloro-2,4,5,6-tetrafluorophenyl)methanol",PFASSTRUCTV5_Chemical List -2024-03-04.csv,NVCPZBVRLBQWDL-UHFFFAOYSA-N,C7H3ClF4O,213.980855,OCC1=C(F)C(F)=C(F)C(Cl)=C1F,1,1,Suspect,-0.019145,0.005476913,13.99362924,C7H3ClF4O,CF2,49.99680644,2,C5H3O1Cl1,neutral,113.9872424,NA
"1,1,1-Trifluoro-4-methylpentan-2-amine",PFASSTRUCTV5_Chemical List -2024-03-04.csv,GAIOQBNXIHMNHE-UHFFFAOYSA-N,C6H12F3N,155.092184,CC(C)CC(N)C(F)(F)F,1,1,Suspect,0.092184,-0.102090557,5.10176468,C6H12F3N,CF2,49.99680644,1,C5H12F1N1,neutral,105.0953776,NA
Dimethyl(pentafluorophenyl)silanol,PFASSTRUCTV5_Chemical List -2024-03-04.csv,OKPZSOVHKLCTLQ-UHFFFAOYSA-N,C8H7F5OSi,242.018632,C[Si](C)(O)C1=C(F)C(F)=C(F)C(F)=C1F,1,1,Suspect,0.018632,-0.034091008,42.03140624,C8H7F5OSi,CF2,49.99680644,2,C6H7F1O1Si1,neutral,142.0250196,NA
2-Fluoro-5-(trifluoromethyl)benzyl alcohol,PFASSTRUCTV5_Chemical List -2024-03-04.csv,LFWIVOZRZSAKAL-UHFFFAOYSA-N,C8H6F4O,194.035477,OCC1=C(F)C=CC(=C1)C(F)(F)F,1,1,Suspect,0.035477,-0.04787107,44.04505768,C8H6F4O,CF2,49.99680644,2,C6H6O1,neutral,94.04186481,NA
"(4-Chloro-2,3,5,6-tetrafluorophenyl)methanol",PFASSTRUCTV5_Chemical List -2024-03-04.csv,HMYXKHZCEYROAL-UHFFFAOYSA-N,C7H3ClF4O,213.980855,OCC1=C(F)C(F)=C(Cl)C(F)=C1F,1,1,Suspect,-0.019145,0.005476913,13.99362924,C7H3ClF4O,CF2,49.99680644,2,C5H3O1Cl1,neutral,113.9872424,NA
"2,2,2-Trifluoroethylamine hydrochloride",PFASSTRUCTV5_Chemical List -2024-03-04.csv,ZTUJDPKOHPKRMO-UHFFFAOYSA-N,C2H5ClF3N,135.006261,Cl.NCC(F)(F)F,1,1,Suspect,0.006261,-0.014884563,35.01264812,C2H5ClF3N,CF2,49.99680644,1,C1H5F1N1Cl1,neutral,85.00945506,NA
"2,6-bis(trifluoromethyl)pyrimidin-4-amine",PFASSTRUCTV5_Chemical List -2024-03-04.csv,VVDQDNLSLIIHSI-UHFFFAOYSA-N,C6H3F6N3,231.023116,NC1=NC(=NC(=C1)C(F)(F)F)C(F)(F)F,1,3,Suspect,0.023116,-0.037872666,31.03589024,C6H3F6N3,CF2,49.99680644,3,C3H3N3,neutral,81.0326971,NA
2-Fluoro-3-(trifluoromethyl)benzyl alcohol,PFASSTRUCTV5_Chemical List -2024-03-04.csv,KKHMGVIWWRPCNH-UHFFFAOYSA-N,C8H6F4O,194.035477,OCC1=C(F)C(=CC=C1)C(F)(F)F,1,1,Suspect,0.035477,-0.04787107,44.04505768,C8H6F4O,CF2,49.99680644,2,C6H6O1,neutral,94.04186481,NA
"1,1,1-Trifluoro-N-(trifluoromethoxy)methanamine",PFASSTRUCTV5_Chemical List -2024-03-04.csv,GJLPGOYROSLQOM-UHFFFAOYSA-N,C2HF6NO,168.996233,FC(F)(F)NOC(F)(F)F,1,2,Suspect,-0.003767,-0.007027682,19.00581368,C2HF6NO,CF2,49.99680644,2,H1F2N1O1,neutral,69.00262009,NA
"2,4-Bis(trifluoromethyl)pyrimidine-5-carboxylic acid",PFASSTRUCTV5_Chemical List -2024-03-04.csv,RUHKDOFTFCXTBX-UHFFFAOYSA-N,C7H2F6N2O2,260.002046,OC(=O)C1=CN=C(N=C1C(F)(F)F)C(F)(F)F,1,3,Suspect,0.002046,-0.018653703,10.0180138,C7H2F6N2O2,CF2,49.99680644,3,C4H2N2O2,neutral,110.0116273,NA
"propan-2-yl(1z)-2,2,2-trifluoroethanimidoate",PFASSTRUCTV5_Chemical List -2024-03-04.csv,LANVNMFHLPXVCN-UHFFFAOYSA-N,C5H8F3NO,155.055798,CC(C)OC(=N)C(F)(F)F,1,2,Suspect,0.055798,-0.065702232,5.06537868,C5H8F3NO,CF2,49.99680644,1,C4H8F1N1O1,neutral,105.0589921,NA
"N-Bromo-2,2,2-trifluoroacetamide",PFASSTRUCTV5_Chemical List -2024-03-04.csv,KKSHLCYLJYQNHM-UHFFFAOYSA-N,C2HBrF3NO,190.919361,FC(F)(F)C(=O)NBr,1,1,Suspect,-0.080639,0.068443972,40.92894168,C2HBrF3NO,CF2,49.99680644,1,C1H1F1N1O1Br1,neutral,140.922554,NA
"2,2-Bis(trifluoromethanesulfonyl)ethen-1-amine",PFASSTRUCTV5_Chemical List -2024-03-04.csv,FSIFMRQMGCCERM-UHFFFAOYSA-N,C4H3F6NO4S2,306.940769,NC=C(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,1,5,Suspect,-0.059231,0.039625073,6.95993036,C4H3F6NO4S2,CF2,49.99680644,3,C1H3N1O4S2,neutral,156.9503496,NA
"Methanamine, 1,1,1-trifluoro-N-(trifluoromethyl)-",PFASSTRUCTV5_Chemical List -2024-03-04.csv,ZGLLUEAYLAHJKB-UHFFFAOYSA-N,C2HF6N,153.001318,FC(F)(F)NC(F)(F)F,1,1,Suspect,0.001318,-0.011091002,3.01089868,C2HF6N,CF2,49.99680644,2,H1F2N1,neutral,53.00770547,NA
"(1E)-1,3-Bis(pentafluorophenyl)triaz-1-ene",PFASSTRUCTV5_Chemical List -2024-03-04.csv,IKRFMTVTEDNPCG-UHFFFAOYSA-N,C12HF10N3,377.001079,FC1=C(F)C(F)=C(N\N=N\C2=C(F)C(F)=C(F)C(F)=C2F)C(F)=C1F,1,2,Suspect,0.001079,-0.025160049,27.02343392,C12HF10N3,CF2,49.99680644,5,C7H1N3,neutral,127.017047,NA
"1,1,1-Trifluoropentan-2-amine",PFASSTRUCTV5_Chemical List -2024-03-04.csv,YFKRQARROWXYNI-UHFFFAOYSA-N,C5H10F3N,141.076534,CCCC(N)C(F)(F)F,1,1,Suspect,0.076534,-0.085545303,41.08292112,C5H10F3N,CF2,49.99680644,1,C4H10F1N1,neutral,91.07972754,NA
"(2S)-1,1,1-Trifluoro-N-methylpropan-2-amine",PFASSTRUCTV5_Chemical List -2024-03-04.csv,LXYLQDHKQINDEX-VKHMYHEASA-N,C4H8F3N,127.060884,CN[C@@H](C)C(F)(F)F,1,1,Suspect,0.060884,-0.06900005,27.06727112,C4H8F3N,CF2,49.99680644,1,C3H8F1N1,neutral,77.06407748,NA
3-(pentafluorophenyl)propanoic acid,PFASSTRUCTV5_Chemical List -2024-03-04.csv,KBAMYOFXGBJADC-UHFFFAOYSA-N,C9H5F5O2,240.02097,OC(=O)CCC1=C(F)C(F)=C(F)C(F)=C1F,1,1,Suspect,0.02097,-0.036301407,40.03374424,C9H5F5O2,CF2,49.99680644,2,C7H5F1O2,neutral,140.0273576,NA
3-(Trifluoromethyl)azetidin-3-ol--hydrogen chloride (1/1),PFASSTRUCTV5_Chemical List -2024-03-04.csv,BWGPIPWVIWINLD-UHFFFAOYSA-N,C4H7ClF3NO,177.016826,Cl.OC1(CNC1)C(F)(F)F,2,2,Suspect,0.016826,-0.028132999,27.02640668,C4H7ClF3NO,CF2,49.99680644,1,C3H7F1N1O1Cl1,neutral,127.0200197,NA
"[(2,2,2-Trifluoroethyl)sulfanyl]acetic acid",PFASSTRUCTV5_Chemical List -2024-03-04.csv,POXITAGQJNFHGQ-UHFFFAOYSA-N,C4H5F3O2S,173.996235,OC(=O)CSCC(F)(F)F,1,2,Suspect,-0.003765,-0.007349058,24.00581568,C4H5F3O2S,CF2,49.99680644,1,C3H5F1O2S1,neutral,123.9994286,NA
"5-(Trifluoromethyl)-1,3,4-thiadiazole-2(3H)-thione",PFASSTRUCTV5_Chemical List -2024-03-04.csv,MYBNRTPEGGJIBD-UHFFFAOYSA-N,C3HF3N2S2,185.953325,FC(F)(F)C1=NNC(=S)S1,1,3,Suspect,-0.046675,0.034797179,35.96290568,C3HF3N2S2,CF2,49.99680644,1,C2H1F1N2S2,neutral,135.9565183,NA
3-Fluoro-5-(trifluoromethyl)benzyl alcohol,PFASSTRUCTV5_Chemical List -2024-03-04.csv,LTWAIZVPDMHGOE-UHFFFAOYSA-N,C8H6F4O,194.035477,OCC1=CC(=CC(F)=C1)C(F)(F)F,1,1,Suspect,0.035477,-0.04787107,44.04505768,C8H6F4O,CF2,49.99680644,2,C6H6O1,neutral,94.04186481,NA
"4,4',5,5',6,6'-Hexafluoro[biphenyl]-2,2'-diol",PFASSTRUCTV5_Chemical List -2024-03-04.csv,OKPHKDMLQUTFAF-UHFFFAOYSA-N,C12H4F6O2,294.011548,OC1=CC(F)=C(F)C(F)=C1C1=C(O)C=C(F)C(F)=C1F,2,2,Suspect,0.011548,-0.03032807,44.0275158,C12H4F6O2,CF2,49.99680644,3,C9H4O2,neutral,144.0211294,NA
"4,4,4-Trifluorobutane-1-thiol",PFASSTRUCTV5_Chemical List -2024-03-04.csv,WBIVIQOXZMOCPK-UHFFFAOYSA-N,C4H7F3S,144.022056,FC(F)(F)CCCS,1,1,Suspect,0.022056,-0.031255449,44.02844312,C4H7F3S,CF2,49.99680644,1,C3H7F1S1,neutral,94.02524944,NA
"1,1,1-Trifluoro-N-methylpropan-2-amine",PFASSTRUCTV5_Chemical List -2024-03-04.csv,LXYLQDHKQINDEX-UHFFFAOYSA-N,C4H8F3N,127.060884,CNC(C)C(F)(F)F,1,1,Suspect,0.060884,-0.06900005,27.06727112,C4H8F3N,CF2,49.99680644,1,C3H8F1N1,neutral,77.06407748,NA
"(2S)-1,1,1-Trifluorobutan-2-amine",PFASSTRUCTV5_Chemical List -2024-03-04.csv,PKAILYMPWXXBJS-VKHMYHEASA-N,C4H8F3N,127.060884,CC[C@H](N)C(F)(F)F,1,1,Suspect,0.060884,-0.06900005,27.06727112,C4H8F3N,CF2,49.99680644,1,C3H8F1N1,neutral,77.06407748,NA
"3,5-Bis(trifluoromethyl)benzene-1-carboximidamide--hydrogen chloride (1/1)",PFASSTRUCTV5_Chemical List -2024-03-04.csv,GOCQSQHVIVLYOG-UHFFFAOYSA-N,C9H7ClF6N2,292.020195,Cl.NC(=N)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,2,1,Suspect,0.020195,-0.038847872,42.0361628,C9H7ClF6N2,CF2,49.99680644,3,C6H7N2Cl1,neutral,142.0297759,NA
"3,3,3-Trifluoro-2-methylpropan-1-ol",PFASSTRUCTV5_Chemical List -2024-03-04.csv,GPEPNXRUEOKKDO-UHFFFAOYSA-N,C4H7F3O,128.044899,CC(CO)C(F)(F)F,1,1,Suspect,0.044899,-0.053077904,28.05128612,C4H7F3O,CF2,49.99680644,1,C3H7F1O1,neutral,78.04809306,NA
"3,4,5-Trifluoroaniline",PFASSTRUCTV5_Chemical List -2024-03-04.csv,SZRDJHHKIJHJHQ-UHFFFAOYSA-N,C6H4F3N,147.029584,NC1=CC(F)=C(F)C(F)=C1,1,1,Suspect,0.029584,-0.038975556,47.03597112,C6H4F3N,CF2,49.99680644,1,C5H4F1N1,neutral,97.03277735,NA
"2,4,5,6-Tetrafluoro-3-iodo-1H-azepine",PFASSTRUCTV5_Chemical List -2024-03-04.csv,UAAWOYLUFHJSMX-UHFFFAOYSA-N,C6H2F4IN,290.91681,FC1=C(I)C(F)=C(F)C(F)=CN1,1,1,Suspect,-0.08319,0.064607607,40.9327778,C6H2F4IN,CF2,49.99680644,2,C4H2I1N1,neutral,190.9231971,NA
"(1R)-2,2,2-Trifluoro-1-[4-(trifluoromethyl)phenyl]ethan-1-amine",PFASSTRUCTV5_Chemical List -2024-03-04.csv,MSVVDWREITXLOD-SSDOTTSWSA-N,C9H7F6N,243.048268,N[C@H](C1=CC=C(C=C1)C(F)(F)F)C(F)(F)F,1,1,Suspect,0.048268,-0.063792776,43.06104224,C9H7F6N,CF2,49.99680644,3,C6H7N1,neutral,93.05784922,NA
"N-Methyl-3,5-bis(trifluoromethyl)aniline",PFASSTRUCTV5_Chemical List -2024-03-04.csv,LKNLVUCTBWTNPS-UHFFFAOYSA-N,C9H7F6N,243.048268,CNC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,1,1,Suspect,0.048268,-0.063792776,43.06104224,C9H7F6N,CF2,49.99680644,3,C6H7N1,neutral,93.05784922,NA
"3,5-Bis(trifluoromethyl)phenylhydrazine",PFASSTRUCTV5_Chemical List -2024-03-04.csv,OULWACKZBGBRNT-UHFFFAOYSA-N,C8H6F6N2,244.043517,NNC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,2,2,Suspect,0.043517,-0.059105348,44.05629124,C8H6F6N2,CF2,49.99680644,3,C5H6N2,neutral,94.05309819,NA
"1,1,1,4,4,4-hexafluoro-2,3-dimethylbutane-2,3-diol",PFASSTRUCTV5_Chemical List -2024-03-04.csv,NQCMZARTWFMRLM-UHFFFAOYSA-N,C6H8F6O2,226.042848,CC(O)(C(C)(O)C(F)(F)F)C(F)(F)F,2,2,Suspect,0.042848,-0.05728655,26.05562224,C6H8F6O2,CF2,49.99680644,3,C3H8O2,neutral,76.0524295,NA
5-Fluoro-2-(trifluoromethyl)benzylamine,PFASSTRUCTV5_Chemical List -2024-03-04.csv,ZRDWPCJUMDGSCG-UHFFFAOYSA-N,C8H7F4N,193.051462,NCC1=C(C=CC(F)=C1)C(F)(F)F,1,1,Suspect,0.051462,-0.063793216,43.06104268,C8H7F4N,CF2,49.99680644,2,C6H7N1,neutral,93.05784922,NA
"3-[Chloro(difluoro)methyl]-4,4,4-trifluoro-3-hydroxybutanal",PFASSTRUCTV5_Chemical List -2024-03-04.csv,BFZCNIWWHOBLLD-UHFFFAOYSA-N,C5H4ClF5O2,225.981998,OC(CC=O)(C(F)(F)F)C(F)(F)Cl,1,2,Suspect,-0.018002,0.003567337,25.99477224,C5H4ClF5O2,CF2,49.99680644,2,C3H4F1O2Cl1,neutral,125.9883853,NA
Ro 14-0518,PFASSTRUCTV5_Chemical List -2024-03-04.csv,BWQUVOQHTSQBHD-UHFFFAOYSA-N,C12H7F6NO,295.043183,OCC1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,1,2,Suspect,0.043183,-0.062028966,45.0591508,C12H7F6NO,CF2,49.99680644,3,C9H7N1O1,neutral,145.0527638,NA
"Trifluoro-N'-(2,2,2-trifluoroethanimidoyl)ethanimidohydrazide",PFASSTRUCTV5_Chemical List -2024-03-04.csv,MLFPPBBRUBCZBY-UHFFFAOYSA-N,C4H4F6N4,222.034015,FC(F)(F)C(=N)NNC(=N)C(F)(F)F,4,2,Suspect,0.034015,-0.048197485,22.04678924,C4H4F6N4,CF2,49.99680644,3,C1H4N4,neutral,72.04359613,NA
2-fluoro-4-(trifluoromethyl)aniline,PFASSTRUCTV5_Chemical List -2024-03-04.csv,ARHDUOQIXLGANT-UHFFFAOYSA-N,C7H5F4N,179.035812,NC1=C(F)C=C(C=C1)C(F)(F)F,1,1,Suspect,0.035812,-0.047247963,29.04539268,C7H5F4N,CF2,49.99680644,2,C5H5N1,neutral,79.04219916,NA
"2,4-Bis(trifluoromethyl)benzamide",PFASSTRUCTV5_Chemical List -2024-03-04.csv,UFXIIQGMMJQZPG-UHFFFAOYSA-N,C9H5F6NO,257.027533,NC(=O)C1=C(C=C(C=C1)C(F)(F)F)C(F)(F)F,1,1,Suspect,0.027533,-0.043950706,7.0435008,C9H5F6NO,CF2,49.99680644,3,C6H5N1O1,neutral,107.0371138,NA
"5,6-Bis(trifluoromethoxy)-1,3-benzothiazole-2(3H)-thione",PFASSTRUCTV5_Chemical List -2024-03-04.csv,MUAIWOKBHLBUBI-UHFFFAOYSA-N,C9H3F6NO2S2,334.95094,FC(F)(F)OC1=C(OC(F)(F)F)C=C2SC(=S)NC2=C1,1,4,Suspect,-0.04906,0.027664915,34.97010136,C9H3F6NO2S2,CF2,49.99680644,3,C6H3N1O2S2,neutral,184.9605203,NA
AC1OOCXD,PFASSTRUCTV5_Chemical List -2024-03-04.csv,OBUKEMPWKGDRJV-GSVOUGTGSA-N,C5H7F3O2,156.039814,C[C@H](CC(F)(F)F)C(O)=O,1,1,Suspect,0.039814,-0.049781087,6.04939468,C5H7F3O2,CF2,49.99680644,1,C4H7F1O2,neutral,106.0430077,NA
"Tetrafluorobenzene-1,3-diol",PFASSTRUCTV5_Chemical List -2024-03-04.csv,NLQBQVXMWOFCAU-UHFFFAOYSA-N,C6H2F4O2,181.999092,OC1=C(F)C(F)=C(F)C(O)=C1F,2,2,Suspect,-0.000908,-0.010717243,32.00867268,C6H2F4O2,CF2,49.99680644,2,C4H2O2,neutral,82.0054793,NA
"O-(4,4,4-Trifluorobutyl)hydroxylamine--hydrogen chloride (1/1)",PFASSTRUCTV5_Chemical List -2024-03-04.csv,URZPCIQCWJFPDF-UHFFFAOYSA-N,C4H9ClF3NO,179.032476,Cl.NOCCCC(F)(F)F,1,2,Suspect,0.032476,-0.043911749,29.04205668,C4H9ClF3NO,CF2,49.99680644,1,C3H9F1N1O1Cl1,neutral,129.0356698,NA
"2,3,5,6,7,8-Hexafluoro-4-methylnaphthalen-1-ol",PFASSTRUCTV5_Chemical List -2024-03-04.csv,UFVWUBSYPKNYSF-UHFFFAOYSA-N,C11H4F6O,266.016634,CC1=C2C(F)=C(F)C(F)=C(F)C2=C(O)C(F)=C1F,1,1,Suspect,0.016634,-0.033625887,16.0326018,C11H4F6O,CF2,49.99680644,3,C8H4O1,neutral,116.0262147,NA
"Benzamide, 3,5-bis(trifluoromethyl)-, N-(5-chloro-4-(trifluoromethyl)-2-thiazolyl)-",PFASSTRUCTV5_Chemical List -2024-03-04.csv,ISHSAVCUWFOHQK-UHFFFAOYSA-N,C13H4ClF9N2OS,441.958915,FC(F)(F)C1=C(Cl)SC(NC(=O)C2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)=N1,1,3,Suspect,-0.041085,0.012854751,41.98446348,C13H4ClF9N2OS,CF2,49.99680644,4,C9H4F1N2O1S1Cl1,neutral,241.9716896,NA
Difluoromethanol,PFASSTRUCTV5_Chemical List -2024-03-04.csv,FMLSOUMOHNIGAA-UHFFFAOYSA-N,CH2F2O,68.007371,OC(F)F,1,1,Suspect,0.007371,-0.01171499,18.01056456,CH2F2O,CF2,49.99680644,1,H2O1,neutral,18.01056468,NA
"bis[3,5-bis(trifluoromethyl)phenyl]methanol",PFASSTRUCTV5_Chemical List -2024-03-04.csv,DUCQGUCBWHWEBT-UHFFFAOYSA-N,C17H8F12O,456.038353,OC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,1,1,Suspect,0.038353,-0.067482577,6.06709504,C17H8F12O,CF2,49.99680644,6,C11H8O1,neutral,156.0575149,NA
"1,1,1-Trifluorobutan-2-amine--hydrogen chloride (1/1)",PFASSTRUCTV5_Chemical List -2024-03-04.csv,BPUMYAARUOVRFP-UHFFFAOYSA-N,C4H9ClF3N,163.037562,Cl.CCC(N)C(F)(F)F,1,1,Suspect,0.037562,-0.04797607,13.04714268,C4H9ClF3N,CF2,49.99680644,1,C3H9F1N1Cl1,neutral,113.0407552,NA
3-Amino-2-fluorobenzotrifluoride,PFASSTRUCTV5_Chemical List -2024-03-04.csv,YKPDYPPZLUZONK-UHFFFAOYSA-N,C7H5F4N,179.035812,NC1=CC=CC(=C1F)C(F)(F)F,1,1,Suspect,0.035812,-0.047247963,29.04539268,C7H5F4N,CF2,49.99680644,2,C5H5N1,neutral,79.04219916,NA
"2-Thiazolamine, 4-(trifluoromethyl)-",PFASSTRUCTV5_Chemical List -2024-03-04.csv,OVMGTNMCYLZGLS-UHFFFAOYSA-N,C4H3F3N2S,167.996904,NC1=NC(=CS1)C(F)(F)F,1,3,Suspect,-0.003096,-0.007634849,18.00648468,C4H3F3N2S,CF2,49.99680644,1,C3H3F1N2S1,neutral,118.0000973,NA
"2-Chloro-1,1,2-trifluoroethane-1-thiol",PFASSTRUCTV5_Chemical List -2024-03-04.csv,CVQZBQAFNVLYCA-UHFFFAOYSA-N,C2H2ClF3S,149.951783,FC(Cl)C(F)(F)S,1,1,Suspect,-0.048217,0.038638788,49.95817012,C2H2ClF3S,CF2,49.99680644,1,C1H2F1S1Cl1,neutral,99.95497696,NA
(Pentafluorophenyl)boronic acid,PFASSTRUCTV5_Chemical List -2024-03-04.csv,VASOMTXTRMYSKD-UHFFFAOYSA-N,C6H2BF5O2,212.0068,OB(O)C1=C(F)C(F)=C(F)C(F)=C1F,2,2,Suspect,0.0068,-0.020341994,12.01957424,C6H2BF5O2,CF2,49.99680644,2,C4H2B1F1O2,neutral,112.0131879,NA
Bis(2-hydroxyethyl)methyl(1-(perfluoro-9-methyldecyl))-2-hydroxyprop-3-ylammonium iodide,PRORISKPFAS.csv,GQRHHQSDLQVIGL-UHFFFAOYSA-N,C19H19F23NO3,746.0997671,C[N+](CCO)(CCO)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,3,3,Suspect,0.0997671,-0.147424431,46.14447694,C19H19F23NO3,CF2,49.99680644,11,C8H19F1N1O3,neutral,196.1348967,NA
"double bond-perfluoroalkyl alcohols, n=3",PRORISKPFAS.csv,ADFQWOLUKYLWCE-UHFFFAOYSA-N,C6HF11O,297.9851749,OC(F)(F)C(F)(F)C(F)(F)C(F)=C(F)C(F)(F)F,1,1,Suspect,-0.0148251,-0.004208786,48.0011427,C6HF11O,CF2,49.99680644,5,C1H1F1O1,neutral,48.00114287,NA
"double bond-perfluoroalkyl alcohols, n=2",PRORISKPFAS.csv,AEMIKYUDMNDMLZ-UHFFFAOYSA-N,C5HF9O,247.9883685,OC(F)(F)C(F)(F)C(F)=C(F)C(F)(F)F,1,1,Suspect,-0.0116315,-0.004208826,48.00114274,C5HF9O,CF2,49.99680644,4,C1H1F1O1,neutral,48.00114287,NA
"Isooctanesulfonamide, heptadecafluoro-N,N-bis(2-hydroxyethyl)-",PRORISKPFAS.csv,AGKZAFDQVNHYRO-UHFFFAOYSA-N,C12H10F17NO4S,587.0059079,O=S(=O)(N(CCO)CCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,2,4,Suspect,0.0059079,-0.043403067,37.04103706,C12H10F17NO4S,CF2,49.99680644,8,C4H10F1N1O4S1,neutral,187.031457,NA
"double bond-perfluoroalkyl (linear) carboxylic acids_5_n, n=3",PRORISKPFAS.csv,AGZBRDLKFIACID-OWOJBTEDSA-N,C11HF19O2,525.9673151,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)/C(F)=C(\F)C(F)(F)C(F)(F)C(F)(F)F,1,1,Suspect,-0.0326849,-0.000911409,25.9992507,C11HF19O2,CF2,49.99680644,9,C2H1F1O2,neutral,75.99605749,NA
"multiple H-substituted, multiple ether-substituted perfluoroalkyl alcohols, n=6, m=14",PRORISKPFAS.csv,APNCUEWWJFJVNV-UHFFFAOYSA-N,C40H57F25O14,1236.334912,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,14,Suspect,0.334912,-0.413883238,36.41155744,C40H57F25O14,CF2,49.99680644,12,C28H57F1O14,neutral,636.3732347,NA
"multiple H-substituted, multiple ether-substituted perfluoroalkyl alcohols, n=5, m=14",PRORISKPFAS.csv,ASHXBPGBCRLMLE-UHFFFAOYSA-N,C38H57F21O14,1136.341299,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,14,Suspect,0.341299,-0.413883118,36.41155732,C38H57F21O14,CF2,49.99680644,10,C28H57F1O14,neutral,636.3732347,NA
"ether-substituted Perfluoroalkyl (linear) sulfonic acids_i, n=5",PRORISKPFAS.csv,ATRBTZDPCWXQJC-UHFFFAOYSA-N,C9HF19O4S,565.929215,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,1,3,Suspect,-0.070785,0.034636113,15.96434416,C9HF19O4S,CF2,49.99680644,9,H1F1O4S1,neutral,115.9579577,NA
